sentid	condition	contextid	pairid	comparison	lemma	sentence	ROI
39930	prep_anim	39930	19965	unexpected	placeholder	der Bauer vor den Köche sind alt	5
40207	prep_anim	40207	20104	expected	placeholder	der Direktor neben den Köche lacht	5
40208	prep_anim	40208	20104	unexpected	placeholder	der Direktor neben den Köche lachen	5
40389	prep_anim	40389	20195	expected	placeholder	der Senator in der Nähe von den Köche lacht	8
40390	prep_anim	40390	20195	unexpected	placeholder	der Senator in der Nähe von den Köche lachen	8
42043	prep_anim	42043	21022	expected	placeholder	der Chirurg vor dem Minister ist alt	5
42044	prep_anim	42044	21022	unexpected	placeholder	der Chirurg vor dem Minister sind alt	5
43447	prep_anim	43447	21724	expected	placeholder	der Chirurg vor dem Mitarbeiter ist klein	5
43448	prep_anim	43448	21724	unexpected	placeholder	der Chirurg vor dem Mitarbeiter sind klein	5
44309	prep_anim	44309	22155	expected	placeholder	der Senator nach dem Taxifahrer lacht	5
44310	prep_anim	44310	22155	unexpected	placeholder	der Senator nach dem Taxifahrer lachen	5
44343	prep_anim	44343	22172	expected	placeholder	der Polizist nach dem Taxifahrer ist klein	5
44344	prep_anim	44344	22172	unexpected	placeholder	der Polizist nach dem Taxifahrer sind klein	5
45011	prep_anim	45011	22506	expected	placeholder	der Lehrer nach dem Tänzer ist alt	5
45012	prep_anim	45012	22506	unexpected	placeholder	der Lehrer nach dem Tänzer sind alt	5
47921	subj_rel	47921	23961	expected	placeholder	die Bauern  die die Leiter mögen  sind groß	6
47922	subj_rel	47922	23961	unexpected	placeholder	die Bauern  die die Leiter mögen  ist groß	6
49515	subj_rel	49515	24758	expected	placeholder	die Kunden  die die Mitarbeiter vermeiden  sind jung	6
49516	subj_rel	49516	24758	unexpected	placeholder	die Kunden  die die Mitarbeiter vermeiden  ist jung	6
50455	subj_rel	50455	25228	expected	placeholder	die Chirurgen  die die Wächter verehren  sind groß	6
50456	subj_rel	50456	25228	unexpected	placeholder	die Chirurgen  die die Wächter verehren  ist groß	6
54081	subj_rel	54081	27041	expected	placeholder	die Bauern  die den Architekt mögen  sind groß	6
54082	subj_rel	54082	27041	unexpected	placeholder	die Bauern  die den Architekt mögen  ist groß	6
54131	subj_rel	54131	27066	expected	placeholder	die Kunden  die den Architekt mögen  sind alt	6
54132	subj_rel	54132	27066	unexpected	placeholder	die Kunden  die den Architekt mögen  ist alt	6
54165	subj_rel	54165	27083	expected	placeholder	die Piloten  die den Architekt mögen  sind groß	6
54166	subj_rel	54166	27083	unexpected	placeholder	die Piloten  die den Architekt mögen  ist groß	6
54197	subj_rel	54197	27099	expected	placeholder	die Direktoren  die den Koch mögen  lachen	6
54198	subj_rel	54198	27099	unexpected	placeholder	die Direktoren  die den Koch mögen  lacht	6
55115	subj_rel	55115	27558	expected	placeholder	die Kunden  die den Mitarbeiter vermeiden  sind jung	6
55116	subj_rel	55116	27558	unexpected	placeholder	die Kunden  die den Mitarbeiter vermeiden  ist jung	6
55985	subj_rel	55985	27993	expected	placeholder	die Piloten  die den Kellner vermeiden  sind groß	6
55986	subj_rel	55986	27993	unexpected	placeholder	die Piloten  die den Kellner vermeiden  ist groß	6
56961	subj_rel	56961	28481	expected	placeholder	die Piloten  die den Architekt verehren  sind klein	6
56962	subj_rel	56962	28481	unexpected	placeholder	die Piloten  die den Architekt verehren  ist klein	6
57837	subj_rel	57837	28919	expected	placeholder	die Direktoren  die den Mitarbeiter hassen  lachen	6
57838	subj_rel	57838	28919	unexpected	placeholder	die Direktoren  die den Mitarbeiter hassen  lacht	6
58067	subj_rel	58067	29034	expected	placeholder	die Polizisten  die den Taxifahrer hassen  sind klein	6
58068	subj_rel	58068	29034	unexpected	placeholder	die Polizisten  die den Taxifahrer hassen  ist klein	6
58715	subj_rel	58715	29358	expected	placeholder	die Chirurgen  die den Kellner hassen  sind groß	6
58716	subj_rel	58716	29358	unexpected	placeholder	die Chirurgen  die den Kellner hassen  ist groß	6
58971	subj_rel	58971	29486	expected	placeholder	der Bauer  der die Minister mag  lacht	6
58972	subj_rel	58972	29486	unexpected	placeholder	der Bauer  der die Minister mag  lachen	6
59293	subj_rel	59293	29647	expected	placeholder	der Lehrer  der die Mitarbeiter mag  lacht	6
59294	subj_rel	59294	29647	unexpected	placeholder	der Lehrer  der die Mitarbeiter mag  lachen	6
60495	subj_rel	60495	30248	expected	placeholder	der Direktor  der die Leiter vermeidet  schwimmt	6
60496	subj_rel	60496	30248	unexpected	placeholder	der Direktor  der die Leiter vermeidet  schwimmen	6
60955	subj_rel	60955	30478	expected	placeholder	der Chirurg  der die Tänzer vermeidet  ist groß	6
60956	subj_rel	60956	30478	unexpected	placeholder	der Chirurg  der die Tänzer vermeidet  sind groß	6
61157	subj_rel	61157	30579	expected	placeholder	der Pilot  der die Architekten vermeidet  spricht	6
61158	subj_rel	61158	30579	unexpected	placeholder	der Pilot  der die Architekten vermeidet  sprechen	6
61319	subj_rel	61319	30660	expected	placeholder	der Berater  der die Köche vermeidet  ist groß	6
61320	subj_rel	61320	30660	unexpected	placeholder	der Berater  der die Köche vermeidet  sind groß	6
62647	subj_rel	62647	31324	expected	placeholder	der Senator  der die Köche verehrt  ist jung	6
62648	subj_rel	62648	31324	unexpected	placeholder	der Senator  der die Köche verehrt  sind jung	6
63779	subj_rel	63779	31890	expected	placeholder	der Lehrer  der die Tänzer hasst  ist klein	6
63780	subj_rel	63780	31890	unexpected	placeholder	der Lehrer  der die Tänzer hasst  sind klein	6
63823	subj_rel	63823	31912	expected	placeholder	der Pilot  der die Tänzer hasst  ist jung	6
63824	subj_rel	63824	31912	unexpected	placeholder	der Pilot  der die Tänzer hasst  sind jung	6
64181	subj_rel	64181	32091	expected	placeholder	der Senator  der die Brüder hasst  spricht	6
64182	subj_rel	64182	32091	unexpected	placeholder	der Senator  der die Brüder hasst  sprechen	6
64419	subj_rel	64419	32210	expected	placeholder	der Direktor  der den Wächter mag  spricht	6
64420	subj_rel	64420	32210	unexpected	placeholder	der Direktor  der den Wächter mag  sprechen	6
65465	subj_rel	65465	32733	expected	placeholder	der Kunde  der den Koch mag  schwimmt	6
65466	subj_rel	65466	32733	unexpected	placeholder	der Kunde  der den Koch mag  schwimmen	6
65563	subj_rel	65563	32782	expected	placeholder	der Chirurg  der den Bruder mag  schwimmt	6
65564	subj_rel	65564	32782	unexpected	placeholder	der Chirurg  der den Bruder mag  schwimmen	6
66145	subj_rel	66145	33073	expected	placeholder	der Senator  der den Leiter vermeidet  ist klein	6
66146	subj_rel	66146	33073	unexpected	placeholder	der Senator  der den Leiter vermeidet  sind klein	6
67539	subj_rel	67539	33770	expected	placeholder	der Senator  der den Leiter verehrt  lacht	6
67540	subj_rel	67540	33770	unexpected	placeholder	der Senator  der den Leiter verehrt  lachen	6
67779	subj_rel	67779	33890	expected	placeholder	der Direktor  der den Taxifahrer verehrt  spricht	6
67780	subj_rel	67780	33890	unexpected	placeholder	der Direktor  der den Taxifahrer verehrt  sprechen	6
68011	subj_rel	68011	34006	expected	placeholder	der Polizist  der den Tänzer verehrt  ist groß	6
68012	subj_rel	68012	34006	unexpected	placeholder	der Polizist  der den Tänzer verehrt  sind groß	6
68183	subj_rel	68183	34092	expected	placeholder	der Schriftsteller  der den Koch verehrt  lacht	6
68184	subj_rel	68184	34092	unexpected	placeholder	der Schriftsteller  der den Koch verehrt  lachen	6
69801	subj_rel	69801	34901	expected	placeholder	der Lehrer  der den Bruder hasst  ist jung	6
69802	subj_rel	69802	34901	unexpected	placeholder	der Lehrer  der den Bruder hasst  sind jung	6
70213	obj_rel_within_anim	70213	35107	expected	placeholder	die Kundendie die Leiter verehrenschwimmen	4
70214	obj_rel_within_anim	70214	35107	unexpected	placeholder	die Kundendie die Leiter verehrtschwimmen	4
70619	obj_rel_within_anim	70619	35310	expected	placeholder	die Polizistendie die Köche vermeidenschwimmen	4
70620	obj_rel_within_anim	70620	35310	unexpected	placeholder	die Polizistendie die Köche vermeidetschwimmen	4
70853	obj_rel_within_anim	70853	35427	expected	placeholder	die Kundendie die Wächter verehrenlachen	4
70854	obj_rel_within_anim	70854	35427	unexpected	placeholder	die Kundendie die Wächter verehrtlachen	4
71273	obj_rel_within_anim	71273	35637	expected	placeholder	die Beraterdie die Tänzer mögenlachen	4
71274	obj_rel_within_anim	71274	35637	unexpected	placeholder	die Beraterdie die Tänzer maglachen	4
71327	obj_rel_within_anim	71327	35664	expected	placeholder	die Lehrerdie die Architekten hassenlachen	4
71328	obj_rel_within_anim	71328	35664	unexpected	placeholder	die Lehrerdie die Architekten hasstlachen	4
71641	obj_rel_within_anim	71641	35821	expected	placeholder	die Lehrerdie die Wächter mögensprechen	4
71642	obj_rel_within_anim	71642	35821	unexpected	placeholder	die Lehrerdie die Wächter magsprechen	4
71817	obj_rel_within_anim	71817	35909	expected	placeholder	die Polizistendie die Leiter mögensprechen	4
71818	obj_rel_within_anim	71818	35909	unexpected	placeholder	die Polizistendie die Leiter magsprechen	4
71995	obj_rel_within_anim	71995	35998	expected	placeholder	die Beraterdie die Taxifahrer vermeidensprechen	4
71996	obj_rel_within_anim	71996	35998	unexpected	placeholder	die Beraterdie die Taxifahrer vermeidetsprechen	4
73005	obj_rel_within_anim	73005	36503	expected	placeholder	die Lehrerdie die Köche verehrensind alt	4
73006	obj_rel_within_anim	73006	36503	unexpected	placeholder	die Lehrerdie die Köche verehrtsind alt	4
73135	obj_rel_within_anim	73135	36568	expected	placeholder	die Direktorendie die Kellner hassensind alt	4
73136	obj_rel_within_anim	73136	36568	unexpected	placeholder	die Direktorendie die Kellner hasstsind alt	4
73695	obj_rel_within_anim	73695	36848	expected	placeholder	die Direktorendie die Architekten hassensind klein	4
73696	obj_rel_within_anim	73696	36848	unexpected	placeholder	die Direktorendie die Architekten hasstsind klein	4
74299	obj_rel_within_anim	74299	37150	expected	placeholder	die Polizistendie die Mitarbeiter vermeidensind jung	4
74300	obj_rel_within_anim	74300	37150	unexpected	placeholder	die Polizistendie die Mitarbeiter vermeidetsind jung	4
75299	obj_rel_within_anim	75299	37650	expected	placeholder	die Bauerndie die Architekten vermeidensind groß	4
75300	obj_rel_within_anim	75300	37650	unexpected	placeholder	die Bauerndie die Architekten vermeidetsind groß	4
75447	obj_rel_within_anim	75447	37724	expected	placeholder	die Schriftstellerdie die Brüder hassensind groß	4
75448	obj_rel_within_anim	75448	37724	unexpected	placeholder	die Schriftstellerdie die Brüder hasstsind groß	4
76223	obj_rel_within_anim	76223	38112	expected	placeholder	die Polizistendie der Koch hasstschwimmen	4
76224	obj_rel_within_anim	76224	38112	unexpected	placeholder	die Polizistendie der Koch hassenschwimmen	4
77271	obj_rel_within_anim	77271	38636	expected	placeholder	die Pilotendie der Wächter hasstsprechen	4
77272	obj_rel_within_anim	77272	38636	unexpected	placeholder	die Pilotendie der Wächter hassensprechen	4
77759	obj_rel_within_anim	77759	38880	expected	placeholder	die Beraterdie der Architekt hasstsprechen	4
77760	obj_rel_within_anim	77760	38880	unexpected	placeholder	die Beraterdie der Architekt hassensprechen	4
78375	obj_rel_within_anim	78375	39188	expected	placeholder	die Kundendie der Taxifahrer hasstsind alt	4
78376	obj_rel_within_anim	78376	39188	unexpected	placeholder	die Kundendie der Taxifahrer hassensind alt	4
79157	obj_rel_within_anim	79157	39579	expected	placeholder	die Senatorendie der Taxifahrer verehrtsind klein	4
79158	obj_rel_within_anim	79158	39579	unexpected	placeholder	die Senatorendie der Taxifahrer verehrensind klein	4
79451	obj_rel_within_anim	79451	39726	expected	placeholder	die Direktorendie der Bruder vermeidetsind klein	4
79452	obj_rel_within_anim	79452	39726	unexpected	placeholder	die Direktorendie der Bruder vermeidensind klein	4
79901	obj_rel_within_anim	79901	39951	expected	placeholder	die Polizistendie der Mitarbeiter verehrtsind jung	4
79902	obj_rel_within_anim	79902	39951	unexpected	placeholder	die Polizistendie der Mitarbeiter verehrensind jung	4
80635	obj_rel_within_anim	80635	40318	expected	placeholder	die Beraterdie der Leiter vermeidetsind groß	4
80636	obj_rel_within_anim	80636	40318	unexpected	placeholder	die Beraterdie der Leiter vermeidensind groß	4
81705	obj_rel_within_anim	81705	40853	expected	placeholder	der Chirurgden die Architekten mögenschwimmt	4
81706	obj_rel_within_anim	81706	40853	unexpected	placeholder	der Chirurgden die Architekten magschwimmt	4
82997	obj_rel_within_anim	82997	41499	expected	placeholder	der Senatorden die Leiter verehrenspricht	4
82998	obj_rel_within_anim	82998	41499	unexpected	placeholder	der Senatorden die Leiter verehrtspricht	4
83349	obj_rel_within_anim	83349	41675	expected	placeholder	der Pilotden die Architekten verehrenspricht	4
83350	obj_rel_within_anim	83350	41675	unexpected	placeholder	der Pilotden die Architekten verehrtspricht	4
84315	obj_rel_within_anim	84315	42158	expected	placeholder	der Beraterden die Brüder vermeidenist alt	4
84316	obj_rel_within_anim	84316	42158	unexpected	placeholder	der Beraterden die Brüder vermeidetist alt	4
84369	obj_rel_within_anim	84369	42185	expected	placeholder	der Kundeden die Kellner mögenist alt	4
84370	obj_rel_within_anim	84370	42185	unexpected	placeholder	der Kundeden die Kellner magist alt	4
86425	obj_rel_within_anim	86425	43213	expected	placeholder	der Chirurgden die Tänzer mögenist groß	4
86426	obj_rel_within_anim	86426	43213	unexpected	placeholder	der Chirurgden die Tänzer magist groß	4
86731	obj_rel_within_anim	86731	43366	expected	placeholder	der Direktorden die Kellner vermeidenist groß	4
86732	obj_rel_within_anim	86732	43366	unexpected	placeholder	der Direktorden die Kellner vermeidetist groß	4
90177	obj_rel_within_anim	90177	45089	expected	placeholder	der Bauerden der Leiter magist klein	4
90178	obj_rel_within_anim	90178	45089	unexpected	placeholder	der Bauerden der Leiter mögenist klein	4
91009	obj_rel_within_anim	91009	45505	expected	placeholder	der Kundeden der Leiter magist jung	4
91010	obj_rel_within_anim	91010	45505	unexpected	placeholder	der Kundeden der Leiter mögenist jung	4
92603	vp_coord	92603	46302	expected	placeholder	der Senator lacht und ist klein	4
92604	vp_coord	92604	46302	unexpected	placeholder	der Senator lacht und sind klein	4
92745	vp_coord	92745	46373	expected	placeholder	der Senator spricht und ist groß	4
92746	vp_coord	92746	46373	unexpected	placeholder	der Senator spricht und sind groß	4
93185	vp_coord	93185	46593	expected	placeholder	der Kunde ist alt und schwimmt	5
93186	vp_coord	93186	46593	unexpected	placeholder	der Kunde ist alt und schwimmen	5
93681	vp_coord	93681	46841	expected	placeholder	die Direktoren sprechen und sind klein	4
93682	vp_coord	93682	46841	unexpected	placeholder	die Direktoren sprechen und ist klein	4
93841	vp_coord	93841	46921	expected	placeholder	die Bauern sind klein und sind jung	5
93842	vp_coord	93842	46921	unexpected	placeholder	die Bauern sind klein und ist jung	5
94225	vp_coord	94225	47113	expected	placeholder	die Schriftsteller sind jung und sprechen	5
94226	vp_coord	94226	47113	unexpected	placeholder	die Schriftsteller sind jung und spricht	5
94277	vp_coord	94277	47139	expected	placeholder	die Senatoren sind jung und schwimmen	5
94278	vp_coord	94278	47139	unexpected	placeholder	die Senatoren sind jung und schwimmt	5
94437	long_vp_coord	94437	47219	expected	placeholder	der Polizist spricht viele verschiedene Sprachen und mag lieber Tennis mit seinen Kollegen spielen	7
94438	long_vp_coord	94438	47219	unexpected	placeholder	der Polizist spricht viele verschiedene Sprachen und mögen lieber Tennis mit seinen Kollegen spielen	7
