sentid	condition	contextid	pairid	comparison	lemma	sentence	ROI
149683	prep_anim	149683	74842	expected	placeholder	the senator next to the minister is short	6
149684	prep_anim	149684	74842	unexpected	placeholder	the senator next to the minister are short	6
154383	subj_rel	154383	77192	expected	placeholder	the customers that hate the chef are old	6
154384	subj_rel	154384	77192	unexpected	placeholder	the customers that hate the chef is old	6
169871	subj_rel	169871	84936	expected	placeholder	the farmers that like the assistants are short	6
169872	subj_rel	169872	84936	unexpected	placeholder	the farmers that like the assistants is short	6
171857	subj_rel	171857	85929	expected	placeholder	the officers that hate the parents are young	6
171858	subj_rel	171858	85929	unexpected	placeholder	the officers that hate the parents is young	6
174411	obj_rel_within_anim	174411	87206	expected	placeholder	the pilots that the skater likes swim	5
174412	obj_rel_within_anim	174412	87206	unexpected	placeholder	the pilots that the skater like swim	5
179783	obj_rel_within_anim	179783	89892	expected	placeholder	the author that the executive loves is short	5
179784	obj_rel_within_anim	179784	89892	unexpected	placeholder	the author that the executive love is short	5
183061	obj_rel_within_anim	183061	91531	expected	placeholder	the officer that the assistant hates laughs	5
183062	obj_rel_within_anim	183062	91531	unexpected	placeholder	the officer that the assistant hate laughs	5
188175	obj_rel_within_anim	188175	94088	expected	placeholder	the customers that the executives love smile	5
188176	obj_rel_within_anim	188176	94088	unexpected	placeholder	the customers that the executives loves smile	5
205717	sent_comp	205717	102859	expected	placeholder	the mechanics knew the senators smile	5
205718	sent_comp	205718	102859	unexpected	placeholder	the mechanics knew the senators smiles	5
216865	prep_inanim	216865	108433	expected	placeholder	the painting from the dancer is unpopular	5
216866	prep_inanim	216866	108433	unexpected	placeholder	the painting from the dancer are unpopular	5
224841	obj_rel_no_comp_across_inanim	224841	112421	expected	placeholder	the books the parent admires are bad	5
224842	obj_rel_no_comp_across_inanim	224842	112421	unexpected	placeholder	the books the parent admires is bad	5
227915	obj_rel_no_comp_across_inanim	227915	113958	expected	placeholder	the poems the dancer likes bring joy to people	5
227916	obj_rel_no_comp_across_inanim	227916	113958	unexpected	placeholder	the poems the dancer likes brings joy to people	5
230297	obj_rel_no_comp_across_inanim	230297	115149	expected	placeholder	the game the taxi drivers hate interests people	6
230298	obj_rel_no_comp_across_inanim	230298	115149	unexpected	placeholder	the game the taxi drivers hate interest people	6
251983	obj_rel_no_comp_across_anim	251983	125992	expected	placeholder	the surgeon the parent hates is young	5
251984	obj_rel_no_comp_across_anim	251984	125992	unexpected	placeholder	the surgeon the parent hates are young	5
253057	obj_rel_no_comp_across_anim	253057	126529	expected	placeholder	the manager the executive loves is tall	5
253058	obj_rel_no_comp_across_anim	253058	126529	unexpected	placeholder	the manager the executive loves are tall	5
254639	obj_rel_no_comp_across_anim	254639	127320	expected	placeholder	the teacher the assistant likes is tall	5
254640	obj_rel_no_comp_across_anim	254640	127320	unexpected	placeholder	the teacher the assistant likes are tall	5
263915	npi_across_inanim	263915	131958	expected	placeholder	few movies that the parents love have ever been seen	0
263916	npi_across_inanim	263916	131958	unexpected	placeholder	the movies that few parents love have ever been seen	0
265211	npi_across_inanim	265211	132606	expected	placeholder	few novels that the skaters love have ever been seen	0
265212	npi_across_inanim	265212	132606	unexpected	placeholder	the novels that few skaters love have ever been seen	0
274399	obj_rel_no_comp_within_anim	274399	137200	expected	placeholder	the managers the dancer loves are short	4
274400	obj_rel_no_comp_within_anim	274400	137200	unexpected	placeholder	the managers the dancer love are short	4
286207	obj_rel_no_comp_within_anim	286207	143104	expected	placeholder	the customers the ministers love smile	4
286208	obj_rel_no_comp_within_anim	286208	143104	unexpected	placeholder	the customers the ministers loves smile	4
286595	obj_rel_no_comp_within_anim	286595	143298	expected	placeholder	the officers the architects love laugh	4
286596	obj_rel_no_comp_within_anim	286596	143298	unexpected	placeholder	the officers the architects loves laugh	4
301827	obj_rel_across_inanim	301827	150914	expected	placeholder	the pictures that the guard admires are good	6
301828	obj_rel_across_inanim	301828	150914	unexpected	placeholder	the pictures that the guard admires is good	6
304003	obj_rel_across_inanim	304003	152002	expected	placeholder	the poems that the parent likes are popular	6
304004	obj_rel_across_inanim	304004	152002	unexpected	placeholder	the poems that the parent likes is popular	6
305427	obj_rel_across_inanim	305427	152714	expected	placeholder	the book that the dancers hate is bad	6
305428	obj_rel_across_inanim	305428	152714	unexpected	placeholder	the book that the dancers hate are bad	6
