sentid	condition	contextid	pairid	comparison	lemma	sentence	ROI
60	obj_rel_across_anim	60	30	unexpected	placeholder	сенаторы  которых агенты любят  ждал	4
61	obj_rel_across_anim	61	31	expected	placeholder	сенаторы  которых агенты любят  читают	4
62	obj_rel_across_anim	62	31	unexpected	placeholder	сенаторы  которых агенты любят  читает	4
63	obj_rel_across_anim	63	32	expected	placeholder	сенаторы  которых агенты любят  старые	4
64	obj_rel_across_anim	64	32	unexpected	placeholder	сенаторы  которых агенты любят  старый	4
65	obj_rel_across_anim	65	33	expected	placeholder	сенаторы  которых агенты любят  маленькие	4
66	obj_rel_across_anim	66	33	unexpected	placeholder	сенаторы  которых агенты любят  маленький	4
67	obj_rel_across_anim	67	34	expected	placeholder	сенаторы  которых агенты любят  молодые	4
68	obj_rel_across_anim	68	34	unexpected	placeholder	сенаторы  которых агенты любят  молодой	4
69	obj_rel_across_anim	69	35	expected	placeholder	сенаторы  которых агенты любят  большие	4
70	obj_rel_across_anim	70	35	unexpected	placeholder	сенаторы  которых агенты любят  большой	4
71	obj_rel_across_anim	71	36	expected	placeholder	профессора  которых агенты любят  говорят	4
72	obj_rel_across_anim	72	36	unexpected	placeholder	профессора  которых агенты любят  говорит	4
73	obj_rel_across_anim	73	37	expected	placeholder	профессора  которых агенты любят  ждали	4
74	obj_rel_across_anim	74	37	unexpected	placeholder	профессора  которых агенты любят  ждал	4
75	obj_rel_across_anim	75	38	expected	placeholder	профессора  которых агенты любят  читают	4
76	obj_rel_across_anim	76	38	unexpected	placeholder	профессора  которых агенты любят  читает	4
77	obj_rel_across_anim	77	39	expected	placeholder	профессора  которых агенты любят  старые	4
78	obj_rel_across_anim	78	39	unexpected	placeholder	профессора  которых агенты любят  старый	4
79	obj_rel_across_anim	79	40	expected	placeholder	профессора  которых агенты любят  маленькие	4
80	obj_rel_across_anim	80	40	unexpected	placeholder	профессора  которых агенты любят  маленький	4
81	obj_rel_across_anim	81	41	expected	placeholder	профессора  которых агенты любят  молодые	4
82	obj_rel_across_anim	82	41	unexpected	placeholder	профессора  которых агенты любят  молодой	4
83	obj_rel_across_anim	83	42	expected	placeholder	профессора  которых агенты любят  большие	4
84	obj_rel_across_anim	84	42	unexpected	placeholder	профессора  которых агенты любят  большой	4
85	obj_rel_across_anim	85	43	expected	placeholder	клиенты  которых агенты любят  говорят	4
86	obj_rel_across_anim	86	43	unexpected	placeholder	клиенты  которых агенты любят  говорит	4
87	obj_rel_across_anim	87	44	expected	placeholder	клиенты  которых агенты любят  ждали	4
88	obj_rel_across_anim	88	44	unexpected	placeholder	клиенты  которых агенты любят  ждал	4
89	obj_rel_across_anim	89	45	expected	placeholder	клиенты  которых агенты любят  читают	4
90	obj_rel_across_anim	90	45	unexpected	placeholder	клиенты  которых агенты любят  читает	4
91	obj_rel_across_anim	91	46	expected	placeholder	клиенты  которых агенты любят  старые	4
92	obj_rel_across_anim	92	46	unexpected	placeholder	клиенты  которых агенты любят  старый	4
93	obj_rel_across_anim	93	47	expected	placeholder	клиенты  которых агенты любят  маленькие	4
94	obj_rel_across_anim	94	47	unexpected	placeholder	клиенты  которых агенты любят  маленький	4
95	obj_rel_across_anim	95	48	expected	placeholder	клиенты  которых агенты любят  молодые	4
96	obj_rel_across_anim	96	48	unexpected	placeholder	клиенты  которых агенты любят  молодой	4
97	obj_rel_across_anim	97	49	expected	placeholder	клиенты  которых агенты любят  большие	4
98	obj_rel_across_anim	98	49	unexpected	placeholder	клиенты  которых агенты любят  большой	4
99	obj_rel_across_anim	99	50	expected	placeholder	офицеры  которых агенты любят  говорят	4
100	obj_rel_across_anim	100	50	unexpected	placeholder	офицеры  которых агенты любят  говорит	4
101	obj_rel_across_anim	101	51	expected	placeholder	офицеры  которых агенты любят  ждали	4
102	obj_rel_across_anim	102	51	unexpected	placeholder	офицеры  которых агенты любят  ждал	4
103	obj_rel_across_anim	103	52	expected	placeholder	офицеры  которых агенты любят  читают	4
104	obj_rel_across_anim	104	52	unexpected	placeholder	офицеры  которых агенты любят  читает	4
105	obj_rel_across_anim	105	53	expected	placeholder	офицеры  которых агенты любят  старые	4
106	obj_rel_across_anim	106	53	unexpected	placeholder	офицеры  которых агенты любят  старый	4
107	obj_rel_across_anim	107	54	expected	placeholder	офицеры  которых агенты любят  маленькие	4
108	obj_rel_across_anim	108	54	unexpected	placeholder	офицеры  которых агенты любят  маленький	4
109	obj_rel_across_anim	109	55	expected	placeholder	офицеры  которых агенты любят  молодые	4
110	obj_rel_across_anim	110	55	unexpected	placeholder	офицеры  которых агенты любят  молодой	4
111	obj_rel_across_anim	111	56	expected	placeholder	офицеры  которых агенты любят  большие	4
112	obj_rel_across_anim	112	56	unexpected	placeholder	офицеры  которых агенты любят  большой	4
113	obj_rel_across_anim	113	57	expected	placeholder	пилоты  которых агенты любят  говорят	4
114	obj_rel_across_anim	114	57	unexpected	placeholder	пилоты  которых агенты любят  говорит	4
115	obj_rel_across_anim	115	58	expected	placeholder	пилоты  которых агенты любят  ждали	4
116	obj_rel_across_anim	116	58	unexpected	placeholder	пилоты  которых агенты любят  ждал	4
117	obj_rel_across_anim	117	59	expected	placeholder	пилоты  которых агенты любят  читают	4
118	obj_rel_across_anim	118	59	unexpected	placeholder	пилоты  которых агенты любят  читает	4
119	obj_rel_across_anim	119	60	expected	placeholder	пилоты  которых агенты любят  старые	4
120	obj_rel_across_anim	120	60	unexpected	placeholder	пилоты  которых агенты любят  старый	4
121	obj_rel_across_anim	121	61	expected	placeholder	пилоты  которых агенты любят  маленькие	4
122	obj_rel_across_anim	122	61	unexpected	placeholder	пилоты  которых агенты любят  маленький	4
123	obj_rel_across_anim	123	62	expected	placeholder	пилоты  которых агенты любят  молодые	4
124	obj_rel_across_anim	124	62	unexpected	placeholder	пилоты  которых агенты любят  молодой	4
125	obj_rel_across_anim	125	63	expected	placeholder	пилоты  которых агенты любят  большие	4
126	obj_rel_across_anim	126	63	unexpected	placeholder	пилоты  которых агенты любят  большой	4
127	obj_rel_across_anim	127	64	expected	placeholder	ученики  которых агенты любят  говорят	4
128	obj_rel_across_anim	128	64	unexpected	placeholder	ученики  которых агенты любят  говорит	4
129	obj_rel_across_anim	129	65	expected	placeholder	ученики  которых агенты любят  ждали	4
130	obj_rel_across_anim	130	65	unexpected	placeholder	ученики  которых агенты любят  ждал	4
131	obj_rel_across_anim	131	66	expected	placeholder	ученики  которых агенты любят  читают	4
132	obj_rel_across_anim	132	66	unexpected	placeholder	ученики  которых агенты любят  читает	4
133	obj_rel_across_anim	133	67	expected	placeholder	ученики  которых агенты любят  старые	4
134	obj_rel_across_anim	134	67	unexpected	placeholder	ученики  которых агенты любят  старый	4
135	obj_rel_across_anim	135	68	expected	placeholder	ученики  которых агенты любят  маленькие	4
136	obj_rel_across_anim	136	68	unexpected	placeholder	ученики  которых агенты любят  маленький	4
137	obj_rel_across_anim	137	69	expected	placeholder	ученики  которых агенты любят  молодые	4
138	obj_rel_across_anim	138	69	unexpected	placeholder	ученики  которых агенты любят  молодой	4
139	obj_rel_across_anim	139	70	expected	placeholder	ученики  которых агенты любят  большие	4
140	obj_rel_across_anim	140	70	unexpected	placeholder	ученики  которых агенты любят  большой	4
141	obj_rel_across_anim	141	71	expected	placeholder	авторы  которых министры любят  говорят	4
142	obj_rel_across_anim	142	71	unexpected	placeholder	авторы  которых министры любят  говорит	4
143	obj_rel_across_anim	143	72	expected	placeholder	авторы  которых министры любят  ждали	4
144	obj_rel_across_anim	144	72	unexpected	placeholder	авторы  которых министры любят  ждал	4
145	obj_rel_across_anim	145	73	expected	placeholder	авторы  которых министры любят  читают	4
146	obj_rel_across_anim	146	73	unexpected	placeholder	авторы  которых министры любят  читает	4
147	obj_rel_across_anim	147	74	expected	placeholder	авторы  которых министры любят  старые	4
148	obj_rel_across_anim	148	74	unexpected	placeholder	авторы  которых министры любят  старый	4
149	obj_rel_across_anim	149	75	expected	placeholder	авторы  которых министры любят  маленькие	4
150	obj_rel_across_anim	150	75	unexpected	placeholder	авторы  которых министры любят  маленький	4
151	obj_rel_across_anim	151	76	expected	placeholder	авторы  которых министры любят  молодые	4
152	obj_rel_across_anim	152	76	unexpected	placeholder	авторы  которых министры любят  молодой	4
153	obj_rel_across_anim	153	77	expected	placeholder	авторы  которых министры любят  большие	4
154	obj_rel_across_anim	154	77	unexpected	placeholder	авторы  которых министры любят  большой	4
155	obj_rel_across_anim	155	78	expected	placeholder	режиссёры  которых министры любят  говорят	4
156	obj_rel_across_anim	156	78	unexpected	placeholder	режиссёры  которых министры любят  говорит	4
157	obj_rel_across_anim	157	79	expected	placeholder	режиссёры  которых министры любят  ждали	4
158	obj_rel_across_anim	158	79	unexpected	placeholder	режиссёры  которых министры любят  ждал	4
159	obj_rel_across_anim	159	80	expected	placeholder	режиссёры  которых министры любят  читают	4
160	obj_rel_across_anim	160	80	unexpected	placeholder	режиссёры  которых министры любят  читает	4
161	obj_rel_across_anim	161	81	expected	placeholder	режиссёры  которых министры любят  старые	4
162	obj_rel_across_anim	162	81	unexpected	placeholder	режиссёры  которых министры любят  старый	4
163	obj_rel_across_anim	163	82	expected	placeholder	режиссёры  которых министры любят  маленькие	4
164	obj_rel_across_anim	164	82	unexpected	placeholder	режиссёры  которых министры любят  маленький	4
165	obj_rel_across_anim	165	83	expected	placeholder	режиссёры  которых министры любят  молодые	4
166	obj_rel_across_anim	166	83	unexpected	placeholder	режиссёры  которых министры любят  молодой	4
167	obj_rel_across_anim	167	84	expected	placeholder	режиссёры  которых министры любят  большие	4
168	obj_rel_across_anim	168	84	unexpected	placeholder	режиссёры  которых министры любят  большой	4
169	obj_rel_across_anim	169	85	expected	placeholder	фермеры  которых министры любят  говорят	4
170	obj_rel_across_anim	170	85	unexpected	placeholder	фермеры  которых министры любят  говорит	4
171	obj_rel_across_anim	171	86	expected	placeholder	фермеры  которых министры любят  ждали	4
172	obj_rel_across_anim	172	86	unexpected	placeholder	фермеры  которых министры любят  ждал	4
173	obj_rel_across_anim	173	87	expected	placeholder	фермеры  которых министры любят  читают	4
174	obj_rel_across_anim	174	87	unexpected	placeholder	фермеры  которых министры любят  читает	4
175	obj_rel_across_anim	175	88	expected	placeholder	фермеры  которых министры любят  старые	4
176	obj_rel_across_anim	176	88	unexpected	placeholder	фермеры  которых министры любят  старый	4
177	obj_rel_across_anim	177	89	expected	placeholder	фермеры  которых министры любят  маленькие	4
178	obj_rel_across_anim	178	89	unexpected	placeholder	фермеры  которых министры любят  маленький	4
179	obj_rel_across_anim	179	90	expected	placeholder	фермеры  которых министры любят  молодые	4
180	obj_rel_across_anim	180	90	unexpected	placeholder	фермеры  которых министры любят  молодой	4
181	obj_rel_across_anim	181	91	expected	placeholder	фермеры  которых министры любят  большие	4
182	obj_rel_across_anim	182	91	unexpected	placeholder	фермеры  которых министры любят  большой	4
183	obj_rel_across_anim	183	92	expected	placeholder	врачи  которых министры любят  говорят	4
184	obj_rel_across_anim	184	92	unexpected	placeholder	врачи  которых министры любят  говорит	4
185	obj_rel_across_anim	185	93	expected	placeholder	врачи  которых министры любят  ждали	4
186	obj_rel_across_anim	186	93	unexpected	placeholder	врачи  которых министры любят  ждал	4
187	obj_rel_across_anim	187	94	expected	placeholder	врачи  которых министры любят  читают	4
188	obj_rel_across_anim	188	94	unexpected	placeholder	врачи  которых министры любят  читает	4
189	obj_rel_across_anim	189	95	expected	placeholder	врачи  которых министры любят  старые	4
190	obj_rel_across_anim	190	95	unexpected	placeholder	врачи  которых министры любят  старый	4
191	obj_rel_across_anim	191	96	expected	placeholder	врачи  которых министры любят  маленькие	4
192	obj_rel_across_anim	192	96	unexpected	placeholder	врачи  которых министры любят  маленький	4
193	obj_rel_across_anim	193	97	expected	placeholder	врачи  которых министры любят  молодые	4
194	obj_rel_across_anim	194	97	unexpected	placeholder	врачи  которых министры любят  молодой	4
195	obj_rel_across_anim	195	98	expected	placeholder	врачи  которых министры любят  большие	4
196	obj_rel_across_anim	196	98	unexpected	placeholder	врачи  которых министры любят  большой	4
197	obj_rel_across_anim	197	99	expected	placeholder	сенаторы  которых министры любят  говорят	4
198	obj_rel_across_anim	198	99	unexpected	placeholder	сенаторы  которых министры любят  говорит	4
199	obj_rel_across_anim	199	100	expected	placeholder	сенаторы  которых министры любят  ждали	4
200	obj_rel_across_anim	200	100	unexpected	placeholder	сенаторы  которых министры любят  ждал	4
201	obj_rel_across_anim	201	101	expected	placeholder	сенаторы  которых министры любят  читают	4
202	obj_rel_across_anim	202	101	unexpected	placeholder	сенаторы  которых министры любят  читает	4
203	obj_rel_across_anim	203	102	expected	placeholder	сенаторы  которых министры любят  старые	4
204	obj_rel_across_anim	204	102	unexpected	placeholder	сенаторы  которых министры любят  старый	4
205	obj_rel_across_anim	205	103	expected	placeholder	сенаторы  которых министры любят  маленькие	4
206	obj_rel_across_anim	206	103	unexpected	placeholder	сенаторы  которых министры любят  маленький	4
207	obj_rel_across_anim	207	104	expected	placeholder	сенаторы  которых министры любят  молодые	4
208	obj_rel_across_anim	208	104	unexpected	placeholder	сенаторы  которых министры любят  молодой	4
209	obj_rel_across_anim	209	105	expected	placeholder	сенаторы  которых министры любят  большие	4
210	obj_rel_across_anim	210	105	unexpected	placeholder	сенаторы  которых министры любят  большой	4
211	obj_rel_across_anim	211	106	expected	placeholder	профессора  которых министры любят  говорят	4
212	obj_rel_across_anim	212	106	unexpected	placeholder	профессора  которых министры любят  говорит	4
213	obj_rel_across_anim	213	107	expected	placeholder	профессора  которых министры любят  ждали	4
214	obj_rel_across_anim	214	107	unexpected	placeholder	профессора  которых министры любят  ждал	4
215	obj_rel_across_anim	215	108	expected	placeholder	профессора  которых министры любят  читают	4
216	obj_rel_across_anim	216	108	unexpected	placeholder	профессора  которых министры любят  читает	4
217	obj_rel_across_anim	217	109	expected	placeholder	профессора  которых министры любят  старые	4
218	obj_rel_across_anim	218	109	unexpected	placeholder	профессора  которых министры любят  старый	4
219	obj_rel_across_anim	219	110	expected	placeholder	профессора  которых министры любят  маленькие	4
220	obj_rel_across_anim	220	110	unexpected	placeholder	профессора  которых министры любят  маленький	4
221	obj_rel_across_anim	221	111	expected	placeholder	профессора  которых министры любят  молодые	4
222	obj_rel_across_anim	222	111	unexpected	placeholder	профессора  которых министры любят  молодой	4
223	obj_rel_across_anim	223	112	expected	placeholder	профессора  которых министры любят  большие	4
224	obj_rel_across_anim	224	112	unexpected	placeholder	профессора  которых министры любят  большой	4
225	obj_rel_across_anim	225	113	expected	placeholder	клиенты  которых министры любят  говорят	4
226	obj_rel_across_anim	226	113	unexpected	placeholder	клиенты  которых министры любят  говорит	4
227	obj_rel_across_anim	227	114	expected	placeholder	клиенты  которых министры любят  ждали	4
228	obj_rel_across_anim	228	114	unexpected	placeholder	клиенты  которых министры любят  ждал	4
229	obj_rel_across_anim	229	115	expected	placeholder	клиенты  которых министры любят  читают	4
230	obj_rel_across_anim	230	115	unexpected	placeholder	клиенты  которых министры любят  читает	4
231	obj_rel_across_anim	231	116	expected	placeholder	клиенты  которых министры любят  старые	4
232	obj_rel_across_anim	232	116	unexpected	placeholder	клиенты  которых министры любят  старый	4
233	obj_rel_across_anim	233	117	expected	placeholder	клиенты  которых министры любят  маленькие	4
234	obj_rel_across_anim	234	117	unexpected	placeholder	клиенты  которых министры любят  маленький	4
235	obj_rel_across_anim	235	118	expected	placeholder	клиенты  которых министры любят  молодые	4
236	obj_rel_across_anim	236	118	unexpected	placeholder	клиенты  которых министры любят  молодой	4
237	obj_rel_across_anim	237	119	expected	placeholder	клиенты  которых министры любят  большие	4
238	obj_rel_across_anim	238	119	unexpected	placeholder	клиенты  которых министры любят  большой	4
239	obj_rel_across_anim	239	120	expected	placeholder	офицеры  которых министры любят  говорят	4
240	obj_rel_across_anim	240	120	unexpected	placeholder	офицеры  которых министры любят  говорит	4
241	obj_rel_across_anim	241	121	expected	placeholder	офицеры  которых министры любят  ждали	4
242	obj_rel_across_anim	242	121	unexpected	placeholder	офицеры  которых министры любят  ждал	4
243	obj_rel_across_anim	243	122	expected	placeholder	офицеры  которых министры любят  читают	4
244	obj_rel_across_anim	244	122	unexpected	placeholder	офицеры  которых министры любят  читает	4
245	obj_rel_across_anim	245	123	expected	placeholder	офицеры  которых министры любят  старые	4
246	obj_rel_across_anim	246	123	unexpected	placeholder	офицеры  которых министры любят  старый	4
247	obj_rel_across_anim	247	124	expected	placeholder	офицеры  которых министры любят  маленькие	4
248	obj_rel_across_anim	248	124	unexpected	placeholder	офицеры  которых министры любят  маленький	4
249	obj_rel_across_anim	249	125	expected	placeholder	офицеры  которых министры любят  молодые	4
250	obj_rel_across_anim	250	125	unexpected	placeholder	офицеры  которых министры любят  молодой	4
251	obj_rel_across_anim	251	126	expected	placeholder	офицеры  которых министры любят  большие	4
252	obj_rel_across_anim	252	126	unexpected	placeholder	офицеры  которых министры любят  большой	4
253	obj_rel_across_anim	253	127	expected	placeholder	пилоты  которых министры любят  говорят	4
254	obj_rel_across_anim	254	127	unexpected	placeholder	пилоты  которых министры любят  говорит	4
255	obj_rel_across_anim	255	128	expected	placeholder	пилоты  которых министры любят  ждали	4
256	obj_rel_across_anim	256	128	unexpected	placeholder	пилоты  которых министры любят  ждал	4
257	obj_rel_across_anim	257	129	expected	placeholder	пилоты  которых министры любят  читают	4
258	obj_rel_across_anim	258	129	unexpected	placeholder	пилоты  которых министры любят  читает	4
259	obj_rel_across_anim	259	130	expected	placeholder	пилоты  которых министры любят  старые	4
260	obj_rel_across_anim	260	130	unexpected	placeholder	пилоты  которых министры любят  старый	4
261	obj_rel_across_anim	261	131	expected	placeholder	пилоты  которых министры любят  маленькие	4
262	obj_rel_across_anim	262	131	unexpected	placeholder	пилоты  которых министры любят  маленький	4
263	obj_rel_across_anim	263	132	expected	placeholder	пилоты  которых министры любят  молодые	4
264	obj_rel_across_anim	264	132	unexpected	placeholder	пилоты  которых министры любят  молодой	4
265	obj_rel_across_anim	265	133	expected	placeholder	пилоты  которых министры любят  большие	4
266	obj_rel_across_anim	266	133	unexpected	placeholder	пилоты  которых министры любят  большой	4
267	obj_rel_across_anim	267	134	expected	placeholder	ученики  которых министры любят  говорят	4
268	obj_rel_across_anim	268	134	unexpected	placeholder	ученики  которых министры любят  говорит	4
269	obj_rel_across_anim	269	135	expected	placeholder	ученики  которых министры любят  ждали	4
270	obj_rel_across_anim	270	135	unexpected	placeholder	ученики  которых министры любят  ждал	4
271	obj_rel_across_anim	271	136	expected	placeholder	ученики  которых министры любят  читают	4
272	obj_rel_across_anim	272	136	unexpected	placeholder	ученики  которых министры любят  читает	4
273	obj_rel_across_anim	273	137	expected	placeholder	ученики  которых министры любят  старые	4
274	obj_rel_across_anim	274	137	unexpected	placeholder	ученики  которых министры любят  старый	4
275	obj_rel_across_anim	275	138	expected	placeholder	ученики  которых министры любят  маленькие	4
276	obj_rel_across_anim	276	138	unexpected	placeholder	ученики  которых министры любят  маленький	4
277	obj_rel_across_anim	277	139	expected	placeholder	ученики  которых министры любят  молодые	4
278	obj_rel_across_anim	278	139	unexpected	placeholder	ученики  которых министры любят  молодой	4
279	obj_rel_across_anim	279	140	expected	placeholder	ученики  которых министры любят  большие	4
280	obj_rel_across_anim	280	140	unexpected	placeholder	ученики  которых министры любят  большой	4
281	obj_rel_across_anim	281	141	expected	placeholder	авторы  которых рабочие любят  говорят	4
282	obj_rel_across_anim	282	141	unexpected	placeholder	авторы  которых рабочие любят  говорит	4
283	obj_rel_across_anim	283	142	expected	placeholder	авторы  которых рабочие любят  ждали	4
284	obj_rel_across_anim	284	142	unexpected	placeholder	авторы  которых рабочие любят  ждал	4
285	obj_rel_across_anim	285	143	expected	placeholder	авторы  которых рабочие любят  читают	4
286	obj_rel_across_anim	286	143	unexpected	placeholder	авторы  которых рабочие любят  читает	4
287	obj_rel_across_anim	287	144	expected	placeholder	авторы  которых рабочие любят  старые	4
288	obj_rel_across_anim	288	144	unexpected	placeholder	авторы  которых рабочие любят  старый	4
289	obj_rel_across_anim	289	145	expected	placeholder	авторы  которых рабочие любят  маленькие	4
290	obj_rel_across_anim	290	145	unexpected	placeholder	авторы  которых рабочие любят  маленький	4
291	obj_rel_across_anim	291	146	expected	placeholder	авторы  которых рабочие любят  молодые	4
292	obj_rel_across_anim	292	146	unexpected	placeholder	авторы  которых рабочие любят  молодой	4
293	obj_rel_across_anim	293	147	expected	placeholder	авторы  которых рабочие любят  большие	4
294	obj_rel_across_anim	294	147	unexpected	placeholder	авторы  которых рабочие любят  большой	4
295	obj_rel_across_anim	295	148	expected	placeholder	режиссёры  которых рабочие любят  говорят	4
296	obj_rel_across_anim	296	148	unexpected	placeholder	режиссёры  которых рабочие любят  говорит	4
297	obj_rel_across_anim	297	149	expected	placeholder	режиссёры  которых рабочие любят  ждали	4
298	obj_rel_across_anim	298	149	unexpected	placeholder	режиссёры  которых рабочие любят  ждал	4
299	obj_rel_across_anim	299	150	expected	placeholder	режиссёры  которых рабочие любят  читают	4
300	obj_rel_across_anim	300	150	unexpected	placeholder	режиссёры  которых рабочие любят  читает	4
301	obj_rel_across_anim	301	151	expected	placeholder	режиссёры  которых рабочие любят  старые	4
302	obj_rel_across_anim	302	151	unexpected	placeholder	режиссёры  которых рабочие любят  старый	4
303	obj_rel_across_anim	303	152	expected	placeholder	режиссёры  которых рабочие любят  маленькие	4
304	obj_rel_across_anim	304	152	unexpected	placeholder	режиссёры  которых рабочие любят  маленький	4
305	obj_rel_across_anim	305	153	expected	placeholder	режиссёры  которых рабочие любят  молодые	4
306	obj_rel_across_anim	306	153	unexpected	placeholder	режиссёры  которых рабочие любят  молодой	4
307	obj_rel_across_anim	307	154	expected	placeholder	режиссёры  которых рабочие любят  большие	4
308	obj_rel_across_anim	308	154	unexpected	placeholder	режиссёры  которых рабочие любят  большой	4
309	obj_rel_across_anim	309	155	expected	placeholder	фермеры  которых рабочие любят  говорят	4
310	obj_rel_across_anim	310	155	unexpected	placeholder	фермеры  которых рабочие любят  говорит	4
311	obj_rel_across_anim	311	156	expected	placeholder	фермеры  которых рабочие любят  ждали	4
312	obj_rel_across_anim	312	156	unexpected	placeholder	фермеры  которых рабочие любят  ждал	4
313	obj_rel_across_anim	313	157	expected	placeholder	фермеры  которых рабочие любят  читают	4
314	obj_rel_across_anim	314	157	unexpected	placeholder	фермеры  которых рабочие любят  читает	4
315	obj_rel_across_anim	315	158	expected	placeholder	фермеры  которых рабочие любят  старые	4
