sentid	condition	contextid	pairid	comparison	lemma	sentence	ROI
118	obj_rel_across_anim	118	59	unexpected	placeholder	пилоты  которых агенты любят  читает	5
119	obj_rel_across_anim	119	60	expected	placeholder	пилоты  которых агенты любят  старые	5
120	obj_rel_across_anim	120	60	unexpected	placeholder	пилоты  которых агенты любят  старый	5
121	obj_rel_across_anim	121	61	expected	placeholder	пилоты  которых агенты любят  маленькие	5
122	obj_rel_across_anim	122	61	unexpected	placeholder	пилоты  которых агенты любят  маленький	5
123	obj_rel_across_anim	123	62	expected	placeholder	пилоты  которых агенты любят  молодые	5
124	obj_rel_across_anim	124	62	unexpected	placeholder	пилоты  которых агенты любят  молодой	5
125	obj_rel_across_anim	125	63	expected	placeholder	пилоты  которых агенты любят  большие	5
126	obj_rel_across_anim	126	63	unexpected	placeholder	пилоты  которых агенты любят  большой	5
127	obj_rel_across_anim	127	64	expected	placeholder	ученики  которых агенты любят  говорят	5
128	obj_rel_across_anim	128	64	unexpected	placeholder	ученики  которых агенты любят  говорит	5
129	obj_rel_across_anim	129	65	expected	placeholder	ученики  которых агенты любят  ждали	5
130	obj_rel_across_anim	130	65	unexpected	placeholder	ученики  которых агенты любят  ждал	5
131	obj_rel_across_anim	131	66	expected	placeholder	ученики  которых агенты любят  читают	5
132	obj_rel_across_anim	132	66	unexpected	placeholder	ученики  которых агенты любят  читает	5
133	obj_rel_across_anim	133	67	expected	placeholder	ученики  которых агенты любят  старые	5
134	obj_rel_across_anim	134	67	unexpected	placeholder	ученики  которых агенты любят  старый	5
135	obj_rel_across_anim	135	68	expected	placeholder	ученики  которых агенты любят  маленькие	5
136	obj_rel_across_anim	136	68	unexpected	placeholder	ученики  которых агенты любят  маленький	5
137	obj_rel_across_anim	137	69	expected	placeholder	ученики  которых агенты любят  молодые	5
138	obj_rel_across_anim	138	69	unexpected	placeholder	ученики  которых агенты любят  молодой	5
139	obj_rel_across_anim	139	70	expected	placeholder	ученики  которых агенты любят  большие	5
140	obj_rel_across_anim	140	70	unexpected	placeholder	ученики  которых агенты любят  большой	5
141	obj_rel_across_anim	141	71	expected	placeholder	авторы  которых министры любят  говорят	5
142	obj_rel_across_anim	142	71	unexpected	placeholder	авторы  которых министры любят  говорит	5
143	obj_rel_across_anim	143	72	expected	placeholder	авторы  которых министры любят  ждали	5
144	obj_rel_across_anim	144	72	unexpected	placeholder	авторы  которых министры любят  ждал	5
145	obj_rel_across_anim	145	73	expected	placeholder	авторы  которых министры любят  читают	5
146	obj_rel_across_anim	146	73	unexpected	placeholder	авторы  которых министры любят  читает	5
147	obj_rel_across_anim	147	74	expected	placeholder	авторы  которых министры любят  старые	5
148	obj_rel_across_anim	148	74	unexpected	placeholder	авторы  которых министры любят  старый	5
149	obj_rel_across_anim	149	75	expected	placeholder	авторы  которых министры любят  маленькие	5
150	obj_rel_across_anim	150	75	unexpected	placeholder	авторы  которых министры любят  маленький	5
151	obj_rel_across_anim	151	76	expected	placeholder	авторы  которых министры любят  молодые	5
152	obj_rel_across_anim	152	76	unexpected	placeholder	авторы  которых министры любят  молодой	5
153	obj_rel_across_anim	153	77	expected	placeholder	авторы  которых министры любят  большие	5
154	obj_rel_across_anim	154	77	unexpected	placeholder	авторы  которых министры любят  большой	5
155	obj_rel_across_anim	155	78	expected	placeholder	режиссёры  которых министры любят  говорят	5
156	obj_rel_across_anim	156	78	unexpected	placeholder	режиссёры  которых министры любят  говорит	5
157	obj_rel_across_anim	157	79	expected	placeholder	режиссёры  которых министры любят  ждали	5
158	obj_rel_across_anim	158	79	unexpected	placeholder	режиссёры  которых министры любят  ждал	5
159	obj_rel_across_anim	159	80	expected	placeholder	режиссёры  которых министры любят  читают	5
160	obj_rel_across_anim	160	80	unexpected	placeholder	режиссёры  которых министры любят  читает	5
161	obj_rel_across_anim	161	81	expected	placeholder	режиссёры  которых министры любят  старые	5
162	obj_rel_across_anim	162	81	unexpected	placeholder	режиссёры  которых министры любят  старый	5
163	obj_rel_across_anim	163	82	expected	placeholder	режиссёры  которых министры любят  маленькие	5
164	obj_rel_across_anim	164	82	unexpected	placeholder	режиссёры  которых министры любят  маленький	5
165	obj_rel_across_anim	165	83	expected	placeholder	режиссёры  которых министры любят  молодые	5
166	obj_rel_across_anim	166	83	unexpected	placeholder	режиссёры  которых министры любят  молодой	5
167	obj_rel_across_anim	167	84	expected	placeholder	режиссёры  которых министры любят  большие	5
168	obj_rel_across_anim	168	84	unexpected	placeholder	режиссёры  которых министры любят  большой	5
169	obj_rel_across_anim	169	85	expected	placeholder	фермеры  которых министры любят  говорят	5
170	obj_rel_across_anim	170	85	unexpected	placeholder	фермеры  которых министры любят  говорит	5
171	obj_rel_across_anim	171	86	expected	placeholder	фермеры  которых министры любят  ждали	5
172	obj_rel_across_anim	172	86	unexpected	placeholder	фермеры  которых министры любят  ждал	5
173	obj_rel_across_anim	173	87	expected	placeholder	фермеры  которых министры любят  читают	5
174	obj_rel_across_anim	174	87	unexpected	placeholder	фермеры  которых министры любят  читает	5
175	obj_rel_across_anim	175	88	expected	placeholder	фермеры  которых министры любят  старые	5
176	obj_rel_across_anim	176	88	unexpected	placeholder	фермеры  которых министры любят  старый	5
177	obj_rel_across_anim	177	89	expected	placeholder	фермеры  которых министры любят  маленькие	5
178	obj_rel_across_anim	178	89	unexpected	placeholder	фермеры  которых министры любят  маленький	5
179	obj_rel_across_anim	179	90	expected	placeholder	фермеры  которых министры любят  молодые	5
180	obj_rel_across_anim	180	90	unexpected	placeholder	фермеры  которых министры любят  молодой	5
181	obj_rel_across_anim	181	91	expected	placeholder	фермеры  которых министры любят  большие	5
182	obj_rel_across_anim	182	91	unexpected	placeholder	фермеры  которых министры любят  большой	5
183	obj_rel_across_anim	183	92	expected	placeholder	врачи  которых министры любят  говорят	5
184	obj_rel_across_anim	184	92	unexpected	placeholder	врачи  которых министры любят  говорит	5
185	obj_rel_across_anim	185	93	expected	placeholder	врачи  которых министры любят  ждали	5
186	obj_rel_across_anim	186	93	unexpected	placeholder	врачи  которых министры любят  ждал	5
187	obj_rel_across_anim	187	94	expected	placeholder	врачи  которых министры любят  читают	5
188	obj_rel_across_anim	188	94	unexpected	placeholder	врачи  которых министры любят  читает	5
189	obj_rel_across_anim	189	95	expected	placeholder	врачи  которых министры любят  старые	5
190	obj_rel_across_anim	190	95	unexpected	placeholder	врачи  которых министры любят  старый	5
191	obj_rel_across_anim	191	96	expected	placeholder	врачи  которых министры любят  маленькие	5
192	obj_rel_across_anim	192	96	unexpected	placeholder	врачи  которых министры любят  маленький	5
193	obj_rel_across_anim	193	97	expected	placeholder	врачи  которых министры любят  молодые	5
194	obj_rel_across_anim	194	97	unexpected	placeholder	врачи  которых министры любят  молодой	5
195	obj_rel_across_anim	195	98	expected	placeholder	врачи  которых министры любят  большие	5
196	obj_rel_across_anim	196	98	unexpected	placeholder	врачи  которых министры любят  большой	5
197	obj_rel_across_anim	197	99	expected	placeholder	сенаторы  которых министры любят  говорят	5
198	obj_rel_across_anim	198	99	unexpected	placeholder	сенаторы  которых министры любят  говорит	5
199	obj_rel_across_anim	199	100	expected	placeholder	сенаторы  которых министры любят  ждали	5
200	obj_rel_across_anim	200	100	unexpected	placeholder	сенаторы  которых министры любят  ждал	5
201	obj_rel_across_anim	201	101	expected	placeholder	сенаторы  которых министры любят  читают	5
202	obj_rel_across_anim	202	101	unexpected	placeholder	сенаторы  которых министры любят  читает	5
203	obj_rel_across_anim	203	102	expected	placeholder	сенаторы  которых министры любят  старые	5
204	obj_rel_across_anim	204	102	unexpected	placeholder	сенаторы  которых министры любят  старый	5
205	obj_rel_across_anim	205	103	expected	placeholder	сенаторы  которых министры любят  маленькие	5
206	obj_rel_across_anim	206	103	unexpected	placeholder	сенаторы  которых министры любят  маленький	5
207	obj_rel_across_anim	207	104	expected	placeholder	сенаторы  которых министры любят  молодые	5
208	obj_rel_across_anim	208	104	unexpected	placeholder	сенаторы  которых министры любят  молодой	5
209	obj_rel_across_anim	209	105	expected	placeholder	сенаторы  которых министры любят  большие	5
210	obj_rel_across_anim	210	105	unexpected	placeholder	сенаторы  которых министры любят  большой	5
211	obj_rel_across_anim	211	106	expected	placeholder	профессора  которых министры любят  говорят	5
212	obj_rel_across_anim	212	106	unexpected	placeholder	профессора  которых министры любят  говорит	5
213	obj_rel_across_anim	213	107	expected	placeholder	профессора  которых министры любят  ждали	5
214	obj_rel_across_anim	214	107	unexpected	placeholder	профессора  которых министры любят  ждал	5
215	obj_rel_across_anim	215	108	expected	placeholder	профессора  которых министры любят  читают	5
216	obj_rel_across_anim	216	108	unexpected	placeholder	профессора  которых министры любят  читает	5
217	obj_rel_across_anim	217	109	expected	placeholder	профессора  которых министры любят  старые	5
218	obj_rel_across_anim	218	109	unexpected	placeholder	профессора  которых министры любят  старый	5
219	obj_rel_across_anim	219	110	expected	placeholder	профессора  которых министры любят  маленькие	5
220	obj_rel_across_anim	220	110	unexpected	placeholder	профессора  которых министры любят  маленький	5
221	obj_rel_across_anim	221	111	expected	placeholder	профессора  которых министры любят  молодые	5
222	obj_rel_across_anim	222	111	unexpected	placeholder	профессора  которых министры любят  молодой	5
223	obj_rel_across_anim	223	112	expected	placeholder	профессора  которых министры любят  большие	5
224	obj_rel_across_anim	224	112	unexpected	placeholder	профессора  которых министры любят  большой	5
225	obj_rel_across_anim	225	113	expected	placeholder	клиенты  которых министры любят  говорят	5
226	obj_rel_across_anim	226	113	unexpected	placeholder	клиенты  которых министры любят  говорит	5
227	obj_rel_across_anim	227	114	expected	placeholder	клиенты  которых министры любят  ждали	5
228	obj_rel_across_anim	228	114	unexpected	placeholder	клиенты  которых министры любят  ждал	5
229	obj_rel_across_anim	229	115	expected	placeholder	клиенты  которых министры любят  читают	5
230	obj_rel_across_anim	230	115	unexpected	placeholder	клиенты  которых министры любят  читает	5
231	obj_rel_across_anim	231	116	expected	placeholder	клиенты  которых министры любят  старые	5
232	obj_rel_across_anim	232	116	unexpected	placeholder	клиенты  которых министры любят  старый	5
233	obj_rel_across_anim	233	117	expected	placeholder	клиенты  которых министры любят  маленькие	5
234	obj_rel_across_anim	234	117	unexpected	placeholder	клиенты  которых министры любят  маленький	5
235	obj_rel_across_anim	235	118	expected	placeholder	клиенты  которых министры любят  молодые	5
236	obj_rel_across_anim	236	118	unexpected	placeholder	клиенты  которых министры любят  молодой	5
237	obj_rel_across_anim	237	119	expected	placeholder	клиенты  которых министры любят  большие	5
238	obj_rel_across_anim	238	119	unexpected	placeholder	клиенты  которых министры любят  большой	5
239	obj_rel_across_anim	239	120	expected	placeholder	офицеры  которых министры любят  говорят	5
240	obj_rel_across_anim	240	120	unexpected	placeholder	офицеры  которых министры любят  говорит	5
241	obj_rel_across_anim	241	121	expected	placeholder	офицеры  которых министры любят  ждали	5
242	obj_rel_across_anim	242	121	unexpected	placeholder	офицеры  которых министры любят  ждал	5
243	obj_rel_across_anim	243	122	expected	placeholder	офицеры  которых министры любят  читают	5
244	obj_rel_across_anim	244	122	unexpected	placeholder	офицеры  которых министры любят  читает	5
245	obj_rel_across_anim	245	123	expected	placeholder	офицеры  которых министры любят  старые	5
246	obj_rel_across_anim	246	123	unexpected	placeholder	офицеры  которых министры любят  старый	5
247	obj_rel_across_anim	247	124	expected	placeholder	офицеры  которых министры любят  маленькие	5
248	obj_rel_across_anim	248	124	unexpected	placeholder	офицеры  которых министры любят  маленький	5
249	obj_rel_across_anim	249	125	expected	placeholder	офицеры  которых министры любят  молодые	5
250	obj_rel_across_anim	250	125	unexpected	placeholder	офицеры  которых министры любят  молодой	5
251	obj_rel_across_anim	251	126	expected	placeholder	офицеры  которых министры любят  большие	5
252	obj_rel_across_anim	252	126	unexpected	placeholder	офицеры  которых министры любят  большой	5
253	obj_rel_across_anim	253	127	expected	placeholder	пилоты  которых министры любят  говорят	5
254	obj_rel_across_anim	254	127	unexpected	placeholder	пилоты  которых министры любят  говорит	5
255	obj_rel_across_anim	255	128	expected	placeholder	пилоты  которых министры любят  ждали	5
256	obj_rel_across_anim	256	128	unexpected	placeholder	пилоты  которых министры любят  ждал	5
257	obj_rel_across_anim	257	129	expected	placeholder	пилоты  которых министры любят  читают	5
258	obj_rel_across_anim	258	129	unexpected	placeholder	пилоты  которых министры любят  читает	5
259	obj_rel_across_anim	259	130	expected	placeholder	пилоты  которых министры любят  старые	5
260	obj_rel_across_anim	260	130	unexpected	placeholder	пилоты  которых министры любят  старый	5
261	obj_rel_across_anim	261	131	expected	placeholder	пилоты  которых министры любят  маленькие	5
262	obj_rel_across_anim	262	131	unexpected	placeholder	пилоты  которых министры любят  маленький	5
263	obj_rel_across_anim	263	132	expected	placeholder	пилоты  которых министры любят  молодые	5
264	obj_rel_across_anim	264	132	unexpected	placeholder	пилоты  которых министры любят  молодой	5
265	obj_rel_across_anim	265	133	expected	placeholder	пилоты  которых министры любят  большие	5
266	obj_rel_across_anim	266	133	unexpected	placeholder	пилоты  которых министры любят  большой	5
267	obj_rel_across_anim	267	134	expected	placeholder	ученики  которых министры любят  говорят	5
268	obj_rel_across_anim	268	134	unexpected	placeholder	ученики  которых министры любят  говорит	5
269	obj_rel_across_anim	269	135	expected	placeholder	ученики  которых министры любят  ждали	5
270	obj_rel_across_anim	270	135	unexpected	placeholder	ученики  которых министры любят  ждал	5
271	obj_rel_across_anim	271	136	expected	placeholder	ученики  которых министры любят  читают	5
272	obj_rel_across_anim	272	136	unexpected	placeholder	ученики  которых министры любят  читает	5
273	obj_rel_across_anim	273	137	expected	placeholder	ученики  которых министры любят  старые	5
274	obj_rel_across_anim	274	137	unexpected	placeholder	ученики  которых министры любят  старый	5
275	obj_rel_across_anim	275	138	expected	placeholder	ученики  которых министры любят  маленькие	5
276	obj_rel_across_anim	276	138	unexpected	placeholder	ученики  которых министры любят  маленький	5
277	obj_rel_across_anim	277	139	expected	placeholder	ученики  которых министры любят  молодые	5
278	obj_rel_across_anim	278	139	unexpected	placeholder	ученики  которых министры любят  молодой	5
279	obj_rel_across_anim	279	140	expected	placeholder	ученики  которых министры любят  большие	5
280	obj_rel_across_anim	280	140	unexpected	placeholder	ученики  которых министры любят  большой	5
281	obj_rel_across_anim	281	141	expected	placeholder	авторы  которых рабочие любят  говорят	5
282	obj_rel_across_anim	282	141	unexpected	placeholder	авторы  которых рабочие любят  говорит	5
283	obj_rel_across_anim	283	142	expected	placeholder	авторы  которых рабочие любят  ждали	5
284	obj_rel_across_anim	284	142	unexpected	placeholder	авторы  которых рабочие любят  ждал	5
285	obj_rel_across_anim	285	143	expected	placeholder	авторы  которых рабочие любят  читают	5
286	obj_rel_across_anim	286	143	unexpected	placeholder	авторы  которых рабочие любят  читает	5
287	obj_rel_across_anim	287	144	expected	placeholder	авторы  которых рабочие любят  старые	5
288	obj_rel_across_anim	288	144	unexpected	placeholder	авторы  которых рабочие любят  старый	5
289	obj_rel_across_anim	289	145	expected	placeholder	авторы  которых рабочие любят  маленькие	5
290	obj_rel_across_anim	290	145	unexpected	placeholder	авторы  которых рабочие любят  маленький	5
291	obj_rel_across_anim	291	146	expected	placeholder	авторы  которых рабочие любят  молодые	5
292	obj_rel_across_anim	292	146	unexpected	placeholder	авторы  которых рабочие любят  молодой	5
293	obj_rel_across_anim	293	147	expected	placeholder	авторы  которых рабочие любят  большие	5
294	obj_rel_across_anim	294	147	unexpected	placeholder	авторы  которых рабочие любят  большой	5
295	obj_rel_across_anim	295	148	expected	placeholder	режиссёры  которых рабочие любят  говорят	5
296	obj_rel_across_anim	296	148	unexpected	placeholder	режиссёры  которых рабочие любят  говорит	5
297	obj_rel_across_anim	297	149	expected	placeholder	режиссёры  которых рабочие любят  ждали	5
298	obj_rel_across_anim	298	149	unexpected	placeholder	режиссёры  которых рабочие любят  ждал	5
299	obj_rel_across_anim	299	150	expected	placeholder	режиссёры  которых рабочие любят  читают	5
300	obj_rel_across_anim	300	150	unexpected	placeholder	режиссёры  которых рабочие любят  читает	5
301	obj_rel_across_anim	301	151	expected	placeholder	режиссёры  которых рабочие любят  старые	5
302	obj_rel_across_anim	302	151	unexpected	placeholder	режиссёры  которых рабочие любят  старый	5
303	obj_rel_across_anim	303	152	expected	placeholder	режиссёры  которых рабочие любят  маленькие	5
304	obj_rel_across_anim	304	152	unexpected	placeholder	режиссёры  которых рабочие любят  маленький	5
305	obj_rel_across_anim	305	153	expected	placeholder	режиссёры  которых рабочие любят  молодые	5
306	obj_rel_across_anim	306	153	unexpected	placeholder	режиссёры  которых рабочие любят  молодой	5
307	obj_rel_across_anim	307	154	expected	placeholder	режиссёры  которых рабочие любят  большие	5
308	obj_rel_across_anim	308	154	unexpected	placeholder	режиссёры  которых рабочие любят  большой	5
309	obj_rel_across_anim	309	155	expected	placeholder	фермеры  которых рабочие любят  говорят	5
310	obj_rel_across_anim	310	155	unexpected	placeholder	фермеры  которых рабочие любят  говорит	5
311	obj_rel_across_anim	311	156	expected	placeholder	фермеры  которых рабочие любят  ждали	5
312	obj_rel_across_anim	312	156	unexpected	placeholder	фермеры  которых рабочие любят  ждал	5
313	obj_rel_across_anim	313	157	expected	placeholder	фермеры  которых рабочие любят  читают	5
314	obj_rel_across_anim	314	157	unexpected	placeholder	фермеры  которых рабочие любят  читает	5
315	obj_rel_across_anim	315	158	expected	placeholder	фермеры  которых рабочие любят  старые	5
