sentid	condition	contextid	pairid	comparison	lemma	sentence	ROI
31	simple_reflexives	31	16	expected	placeholder	the pilots hurt themselves	4
32	simple_reflexives	32	16	unexpected	placeholder	the pilots hurt herself	4
33	simple_reflexives	33	17	expected	placeholder	the pilots injured themselves	4
34	simple_reflexives	34	17	unexpected	placeholder	the pilots injured himself	4
35	simple_reflexives	35	18	expected	placeholder	the pilots injured themselves	4
36	simple_reflexives	36	18	unexpected	placeholder	the pilots injured herself	4
37	simple_reflexives	37	19	expected	placeholder	the pilots congratulated themselves	4
38	simple_reflexives	38	19	unexpected	placeholder	the pilots congratulated himself	4
39	simple_reflexives	39	20	expected	placeholder	the pilots congratulated themselves	4
40	simple_reflexives	40	20	unexpected	placeholder	the pilots congratulated herself	4
41	simple_reflexives	41	21	expected	placeholder	the pilots embarrassed themselves	4
42	simple_reflexives	42	21	unexpected	placeholder	the pilots embarrassed himself	4
43	simple_reflexives	43	22	expected	placeholder	the pilots embarrassed themselves	4
44	simple_reflexives	44	22	unexpected	placeholder	the pilots embarrassed herself	4
45	simple_reflexives	45	23	expected	placeholder	the pilots disguised themselves	4
46	simple_reflexives	46	23	unexpected	placeholder	the pilots disguised himself	4
47	simple_reflexives	47	24	expected	placeholder	the pilots disguised themselves	4
48	simple_reflexives	48	24	unexpected	placeholder	the pilots disguised herself	4
49	simple_reflexives	49	25	expected	placeholder	the pilots hated themselves	4
50	simple_reflexives	50	25	unexpected	placeholder	the pilots hated himself	4
51	simple_reflexives	51	26	expected	placeholder	the pilots hated themselves	4
52	simple_reflexives	52	26	unexpected	placeholder	the pilots hated herself	4
53	simple_reflexives	53	27	expected	placeholder	the pilots doubted themselves	4
54	simple_reflexives	54	27	unexpected	placeholder	the pilots doubted himself	4
55	simple_reflexives	55	28	expected	placeholder	the pilots doubted themselves	4
56	simple_reflexives	56	28	unexpected	placeholder	the pilots doubted herself	4
57	simple_reflexives	57	29	expected	placeholder	the surgeons hurt themselves	4
58	simple_reflexives	58	29	unexpected	placeholder	the surgeons hurt himself	4
59	simple_reflexives	59	30	expected	placeholder	the surgeons hurt themselves	4
60	simple_reflexives	60	30	unexpected	placeholder	the surgeons hurt herself	4
61	simple_reflexives	61	31	expected	placeholder	the surgeons injured themselves	4
62	simple_reflexives	62	31	unexpected	placeholder	the surgeons injured himself	4
63	simple_reflexives	63	32	expected	placeholder	the surgeons injured themselves	4
64	simple_reflexives	64	32	unexpected	placeholder	the surgeons injured herself	4
65	simple_reflexives	65	33	expected	placeholder	the surgeons congratulated themselves	4
66	simple_reflexives	66	33	unexpected	placeholder	the surgeons congratulated himself	4
67	simple_reflexives	67	34	expected	placeholder	the surgeons congratulated themselves	4
68	simple_reflexives	68	34	unexpected	placeholder	the surgeons congratulated herself	4
69	simple_reflexives	69	35	expected	placeholder	the surgeons embarrassed themselves	4
70	simple_reflexives	70	35	unexpected	placeholder	the surgeons embarrassed himself	4
71	simple_reflexives	71	36	expected	placeholder	the surgeons embarrassed themselves	4
72	simple_reflexives	72	36	unexpected	placeholder	the surgeons embarrassed herself	4
73	simple_reflexives	73	37	expected	placeholder	the surgeons disguised themselves	4
74	simple_reflexives	74	37	unexpected	placeholder	the surgeons disguised himself	4
75	simple_reflexives	75	38	expected	placeholder	the surgeons disguised themselves	4
76	simple_reflexives	76	38	unexpected	placeholder	the surgeons disguised herself	4
77	simple_reflexives	77	39	expected	placeholder	the surgeons hated themselves	4
78	simple_reflexives	78	39	unexpected	placeholder	the surgeons hated himself	4
79	simple_reflexives	79	40	expected	placeholder	the surgeons hated themselves	4
80	simple_reflexives	80	40	unexpected	placeholder	the surgeons hated herself	4
81	simple_reflexives	81	41	expected	placeholder	the surgeons doubted themselves	4
82	simple_reflexives	82	41	unexpected	placeholder	the surgeons doubted himself	4
83	simple_reflexives	83	42	expected	placeholder	the surgeons doubted themselves	4
84	simple_reflexives	84	42	unexpected	placeholder	the surgeons doubted herself	4
85	simple_reflexives	85	43	expected	placeholder	the farmers hurt themselves	4
86	simple_reflexives	86	43	unexpected	placeholder	the farmers hurt himself	4
87	simple_reflexives	87	44	expected	placeholder	the farmers hurt themselves	4
88	simple_reflexives	88	44	unexpected	placeholder	the farmers hurt herself	4
89	simple_reflexives	89	45	expected	placeholder	the farmers injured themselves	4
90	simple_reflexives	90	45	unexpected	placeholder	the farmers injured himself	4
91	simple_reflexives	91	46	expected	placeholder	the farmers injured themselves	4
92	simple_reflexives	92	46	unexpected	placeholder	the farmers injured herself	4
93	simple_reflexives	93	47	expected	placeholder	the farmers congratulated themselves	4
94	simple_reflexives	94	47	unexpected	placeholder	the farmers congratulated himself	4
95	simple_reflexives	95	48	expected	placeholder	the farmers congratulated themselves	4
96	simple_reflexives	96	48	unexpected	placeholder	the farmers congratulated herself	4
97	simple_reflexives	97	49	expected	placeholder	the farmers embarrassed themselves	4
98	simple_reflexives	98	49	unexpected	placeholder	the farmers embarrassed himself	4
99	simple_reflexives	99	50	expected	placeholder	the farmers embarrassed themselves	4
100	simple_reflexives	100	50	unexpected	placeholder	the farmers embarrassed herself	4
101	simple_reflexives	101	51	expected	placeholder	the farmers disguised themselves	4
102	simple_reflexives	102	51	unexpected	placeholder	the farmers disguised himself	4
103	simple_reflexives	103	52	expected	placeholder	the farmers disguised themselves	4
104	simple_reflexives	104	52	unexpected	placeholder	the farmers disguised herself	4
105	simple_reflexives	105	53	expected	placeholder	the farmers hated themselves	4
106	simple_reflexives	106	53	unexpected	placeholder	the farmers hated himself	4
107	simple_reflexives	107	54	expected	placeholder	the farmers hated themselves	4
108	simple_reflexives	108	54	unexpected	placeholder	the farmers hated herself	4
109	simple_reflexives	109	55	expected	placeholder	the farmers doubted themselves	4
110	simple_reflexives	110	55	unexpected	placeholder	the farmers doubted himself	4
111	simple_reflexives	111	56	expected	placeholder	the farmers doubted themselves	4
112	simple_reflexives	112	56	unexpected	placeholder	the farmers doubted herself	4
113	simple_reflexives	113	57	expected	placeholder	the managers hurt themselves	4
114	simple_reflexives	114	57	unexpected	placeholder	the managers hurt himself	4
115	simple_reflexives	115	58	expected	placeholder	the managers hurt themselves	4
116	simple_reflexives	116	58	unexpected	placeholder	the managers hurt herself	4
117	simple_reflexives	117	59	expected	placeholder	the managers injured themselves	4
118	simple_reflexives	118	59	unexpected	placeholder	the managers injured himself	4
119	simple_reflexives	119	60	expected	placeholder	the managers injured themselves	4
120	simple_reflexives	120	60	unexpected	placeholder	the managers injured herself	4
121	simple_reflexives	121	61	expected	placeholder	the managers congratulated themselves	4
122	simple_reflexives	122	61	unexpected	placeholder	the managers congratulated himself	4
123	simple_reflexives	123	62	expected	placeholder	the managers congratulated themselves	4
124	simple_reflexives	124	62	unexpected	placeholder	the managers congratulated herself	4
125	simple_reflexives	125	63	expected	placeholder	the managers embarrassed themselves	4
126	simple_reflexives	126	63	unexpected	placeholder	the managers embarrassed himself	4
127	simple_reflexives	127	64	expected	placeholder	the managers embarrassed themselves	4
128	simple_reflexives	128	64	unexpected	placeholder	the managers embarrassed herself	4
129	simple_reflexives	129	65	expected	placeholder	the managers disguised themselves	4
130	simple_reflexives	130	65	unexpected	placeholder	the managers disguised himself	4
131	simple_reflexives	131	66	expected	placeholder	the managers disguised themselves	4
132	simple_reflexives	132	66	unexpected	placeholder	the managers disguised herself	4
133	simple_reflexives	133	67	expected	placeholder	the managers hated themselves	4
134	simple_reflexives	134	67	unexpected	placeholder	the managers hated himself	4
135	simple_reflexives	135	68	expected	placeholder	the managers hated themselves	4
136	simple_reflexives	136	68	unexpected	placeholder	the managers hated herself	4
137	simple_reflexives	137	69	expected	placeholder	the managers doubted themselves	4
138	simple_reflexives	138	69	unexpected	placeholder	the managers doubted himself	4
139	simple_reflexives	139	70	expected	placeholder	the managers doubted themselves	4
140	simple_reflexives	140	70	unexpected	placeholder	the managers doubted herself	4
141	simple_reflexives	141	71	expected	placeholder	the customers hurt themselves	4
142	simple_reflexives	142	71	unexpected	placeholder	the customers hurt himself	4
143	simple_reflexives	143	72	expected	placeholder	the customers hurt themselves	4
144	simple_reflexives	144	72	unexpected	placeholder	the customers hurt herself	4
145	simple_reflexives	145	73	expected	placeholder	the customers injured themselves	4
146	simple_reflexives	146	73	unexpected	placeholder	the customers injured himself	4
147	simple_reflexives	147	74	expected	placeholder	the customers injured themselves	4
148	simple_reflexives	148	74	unexpected	placeholder	the customers injured herself	4
149	simple_reflexives	149	75	expected	placeholder	the customers congratulated themselves	4
150	simple_reflexives	150	75	unexpected	placeholder	the customers congratulated himself	4
151	simple_reflexives	151	76	expected	placeholder	the customers congratulated themselves	4
152	simple_reflexives	152	76	unexpected	placeholder	the customers congratulated herself	4
153	simple_reflexives	153	77	expected	placeholder	the customers embarrassed themselves	4
154	simple_reflexives	154	77	unexpected	placeholder	the customers embarrassed himself	4
155	simple_reflexives	155	78	expected	placeholder	the customers embarrassed themselves	4
156	simple_reflexives	156	78	unexpected	placeholder	the customers embarrassed herself	4
157	simple_reflexives	157	79	expected	placeholder	the customers disguised themselves	4
158	simple_reflexives	158	79	unexpected	placeholder	the customers disguised himself	4
159	simple_reflexives	159	80	expected	placeholder	the customers disguised themselves	4
160	simple_reflexives	160	80	unexpected	placeholder	the customers disguised herself	4
161	simple_reflexives	161	81	expected	placeholder	the customers hated themselves	4
162	simple_reflexives	162	81	unexpected	placeholder	the customers hated himself	4
163	simple_reflexives	163	82	expected	placeholder	the customers hated themselves	4
164	simple_reflexives	164	82	unexpected	placeholder	the customers hated herself	4
165	simple_reflexives	165	83	expected	placeholder	the customers doubted themselves	4
166	simple_reflexives	166	83	unexpected	placeholder	the customers doubted himself	4
167	simple_reflexives	167	84	expected	placeholder	the customers doubted themselves	4
168	simple_reflexives	168	84	unexpected	placeholder	the customers doubted herself	4
169	simple_reflexives	169	85	expected	placeholder	the officers hurt themselves	4
170	simple_reflexives	170	85	unexpected	placeholder	the officers hurt himself	4
171	simple_reflexives	171	86	expected	placeholder	the officers hurt themselves	4
172	simple_reflexives	172	86	unexpected	placeholder	the officers hurt herself	4
173	simple_reflexives	173	87	expected	placeholder	the officers injured themselves	4
174	simple_reflexives	174	87	unexpected	placeholder	the officers injured himself	4
175	simple_reflexives	175	88	expected	placeholder	the officers injured themselves	4
176	simple_reflexives	176	88	unexpected	placeholder	the officers injured herself	4
177	simple_reflexives	177	89	expected	placeholder	the officers congratulated themselves	4
178	simple_reflexives	178	89	unexpected	placeholder	the officers congratulated himself	4
179	simple_reflexives	179	90	expected	placeholder	the officers congratulated themselves	4
180	simple_reflexives	180	90	unexpected	placeholder	the officers congratulated herself	4
181	simple_reflexives	181	91	expected	placeholder	the officers embarrassed themselves	4
182	simple_reflexives	182	91	unexpected	placeholder	the officers embarrassed himself	4
183	simple_reflexives	183	92	expected	placeholder	the officers embarrassed themselves	4
184	simple_reflexives	184	92	unexpected	placeholder	the officers embarrassed herself	4
185	simple_reflexives	185	93	expected	placeholder	the officers disguised themselves	4
186	simple_reflexives	186	93	unexpected	placeholder	the officers disguised himself	4
187	simple_reflexives	187	94	expected	placeholder	the officers disguised themselves	4
188	simple_reflexives	188	94	unexpected	placeholder	the officers disguised herself	4
189	simple_reflexives	189	95	expected	placeholder	the officers hated themselves	4
190	simple_reflexives	190	95	unexpected	placeholder	the officers hated himself	4
191	simple_reflexives	191	96	expected	placeholder	the officers hated themselves	4
192	simple_reflexives	192	96	unexpected	placeholder	the officers hated herself	4
193	simple_reflexives	193	97	expected	placeholder	the officers doubted themselves	4
194	simple_reflexives	194	97	unexpected	placeholder	the officers doubted himself	4
195	simple_reflexives	195	98	expected	placeholder	the officers doubted themselves	4
196	simple_reflexives	196	98	unexpected	placeholder	the officers doubted herself	4
197	simple_reflexives	197	99	expected	placeholder	the teachers hurt themselves	4
198	simple_reflexives	198	99	unexpected	placeholder	the teachers hurt himself	4
199	simple_reflexives	199	100	expected	placeholder	the teachers hurt themselves	4
200	simple_reflexives	200	100	unexpected	placeholder	the teachers hurt herself	4
201	simple_reflexives	201	101	expected	placeholder	the teachers injured themselves	4
202	simple_reflexives	202	101	unexpected	placeholder	the teachers injured himself	4
203	simple_reflexives	203	102	expected	placeholder	the teachers injured themselves	4
204	simple_reflexives	204	102	unexpected	placeholder	the teachers injured herself	4
205	simple_reflexives	205	103	expected	placeholder	the teachers congratulated themselves	4
206	simple_reflexives	206	103	unexpected	placeholder	the teachers congratulated himself	4
207	simple_reflexives	207	104	expected	placeholder	the teachers congratulated themselves	4
208	simple_reflexives	208	104	unexpected	placeholder	the teachers congratulated herself	4
209	simple_reflexives	209	105	expected	placeholder	the teachers embarrassed themselves	4
210	simple_reflexives	210	105	unexpected	placeholder	the teachers embarrassed himself	4
211	simple_reflexives	211	106	expected	placeholder	the teachers embarrassed themselves	4
212	simple_reflexives	212	106	unexpected	placeholder	the teachers embarrassed herself	4
213	simple_reflexives	213	107	expected	placeholder	the teachers disguised themselves	4
214	simple_reflexives	214	107	unexpected	placeholder	the teachers disguised himself	4
215	simple_reflexives	215	108	expected	placeholder	the teachers disguised themselves	4
216	simple_reflexives	216	108	unexpected	placeholder	the teachers disguised herself	4
217	simple_reflexives	217	109	expected	placeholder	the teachers hated themselves	4
218	simple_reflexives	218	109	unexpected	placeholder	the teachers hated himself	4
219	simple_reflexives	219	110	expected	placeholder	the teachers hated themselves	4
220	simple_reflexives	220	110	unexpected	placeholder	the teachers hated herself	4
221	simple_reflexives	221	111	expected	placeholder	the teachers doubted themselves	4
222	simple_reflexives	222	111	unexpected	placeholder	the teachers doubted himself	4
223	simple_reflexives	223	112	expected	placeholder	the teachers doubted themselves	4
224	simple_reflexives	224	112	unexpected	placeholder	the teachers doubted herself	4
225	simple_reflexives	225	113	expected	placeholder	the senators hurt themselves	4
226	simple_reflexives	226	113	unexpected	placeholder	the senators hurt himself	4
227	simple_reflexives	227	114	expected	placeholder	the senators hurt themselves	4
228	simple_reflexives	228	114	unexpected	placeholder	the senators hurt herself	4
229	simple_reflexives	229	115	expected	placeholder	the senators injured themselves	4
230	simple_reflexives	230	115	unexpected	placeholder	the senators injured himself	4
231	simple_reflexives	231	116	expected	placeholder	the senators injured themselves	4
232	simple_reflexives	232	116	unexpected	placeholder	the senators injured herself	4
233	simple_reflexives	233	117	expected	placeholder	the senators congratulated themselves	4
234	simple_reflexives	234	117	unexpected	placeholder	the senators congratulated himself	4
235	simple_reflexives	235	118	expected	placeholder	the senators congratulated themselves	4
236	simple_reflexives	236	118	unexpected	placeholder	the senators congratulated herself	4
237	simple_reflexives	237	119	expected	placeholder	the senators embarrassed themselves	4
238	simple_reflexives	238	119	unexpected	placeholder	the senators embarrassed himself	4
239	simple_reflexives	239	120	expected	placeholder	the senators embarrassed themselves	4
240	simple_reflexives	240	120	unexpected	placeholder	the senators embarrassed herself	4
241	simple_reflexives	241	121	expected	placeholder	the senators disguised themselves	4
242	simple_reflexives	242	121	unexpected	placeholder	the senators disguised himself	4
243	simple_reflexives	243	122	expected	placeholder	the senators disguised themselves	4
244	simple_reflexives	244	122	unexpected	placeholder	the senators disguised herself	4
245	simple_reflexives	245	123	expected	placeholder	the senators hated themselves	4
246	simple_reflexives	246	123	unexpected	placeholder	the senators hated himself	4
247	simple_reflexives	247	124	expected	placeholder	the senators hated themselves	4
248	simple_reflexives	248	124	unexpected	placeholder	the senators hated herself	4
249	simple_reflexives	249	125	expected	placeholder	the senators doubted themselves	4
250	simple_reflexives	250	125	unexpected	placeholder	the senators doubted himself	4
251	simple_reflexives	251	126	expected	placeholder	the senators doubted themselves	4
252	simple_reflexives	252	126	unexpected	placeholder	the senators doubted herself	4
253	simple_reflexives	253	127	expected	placeholder	the consultants hurt themselves	4
254	simple_reflexives	254	127	unexpected	placeholder	the consultants hurt himself	4
255	simple_reflexives	255	128	expected	placeholder	the consultants hurt themselves	4
256	simple_reflexives	256	128	unexpected	placeholder	the consultants hurt herself	4
257	simple_reflexives	257	129	expected	placeholder	the consultants injured themselves	4
258	simple_reflexives	258	129	unexpected	placeholder	the consultants injured himself	4
259	simple_reflexives	259	130	expected	placeholder	the consultants injured themselves	4
260	simple_reflexives	260	130	unexpected	placeholder	the consultants injured herself	4
261	simple_reflexives	261	131	expected	placeholder	the consultants congratulated themselves	4
262	simple_reflexives	262	131	unexpected	placeholder	the consultants congratulated himself	4
263	simple_reflexives	263	132	expected	placeholder	the consultants congratulated themselves	4
264	simple_reflexives	264	132	unexpected	placeholder	the consultants congratulated herself	4
265	simple_reflexives	265	133	expected	placeholder	the consultants embarrassed themselves	4
266	simple_reflexives	266	133	unexpected	placeholder	the consultants embarrassed himself	4
267	simple_reflexives	267	134	expected	placeholder	the consultants embarrassed themselves	4
268	simple_reflexives	268	134	unexpected	placeholder	the consultants embarrassed herself	4
269	simple_reflexives	269	135	expected	placeholder	the consultants disguised themselves	4
270	simple_reflexives	270	135	unexpected	placeholder	the consultants disguised himself	4
271	simple_reflexives	271	136	expected	placeholder	the consultants disguised themselves	4
272	simple_reflexives	272	136	unexpected	placeholder	the consultants disguised herself	4
273	simple_reflexives	273	137	expected	placeholder	the consultants hated themselves	4
274	simple_reflexives	274	137	unexpected	placeholder	the consultants hated himself	4
275	simple_reflexives	275	138	expected	placeholder	the consultants hated themselves	4
276	simple_reflexives	276	138	unexpected	placeholder	the consultants hated herself	4
277	simple_reflexives	277	139	expected	placeholder	the consultants doubted themselves	4
278	simple_reflexives	278	139	unexpected	placeholder	the consultants doubted himself	4
279	simple_reflexives	279	140	expected	placeholder	the consultants doubted themselves	4
280	simple_reflexives	280	140	unexpected	placeholder	the consultants doubted herself	4
281	simple_reflexives	281	141	expected	placeholder	the author hurt himself	4
282	simple_reflexives	282	141	unexpected	placeholder	the author hurt themselves	4
283	simple_reflexives	283	142	expected	placeholder	the author hurt herself	4
284	simple_reflexives	284	142	unexpected	placeholder	the author hurt themselves	4
285	simple_reflexives	285	143	expected	placeholder	the author injured himself	4
286	simple_reflexives	286	143	unexpected	placeholder	the author injured themselves	4
287	simple_reflexives	287	144	expected	placeholder	the author injured herself	4
288	simple_reflexives	288	144	unexpected	placeholder	the author injured themselves	4
289	simple_reflexives	289	145	expected	placeholder	the author congratulated himself	4
290	simple_reflexives	290	145	unexpected	placeholder	the author congratulated themselves	4
291	simple_reflexives	291	146	expected	placeholder	the author congratulated herself	4
292	simple_reflexives	292	146	unexpected	placeholder	the author congratulated themselves	4
293	simple_reflexives	293	147	expected	placeholder	the author embarrassed himself	4
294	simple_reflexives	294	147	unexpected	placeholder	the author embarrassed themselves	4
295	simple_reflexives	295	148	expected	placeholder	the author embarrassed herself	4
296	simple_reflexives	296	148	unexpected	placeholder	the author embarrassed themselves	4
297	simple_reflexives	297	149	expected	placeholder	the author disguised himself	4
298	simple_reflexives	298	149	unexpected	placeholder	the author disguised themselves	4
299	simple_reflexives	299	150	expected	placeholder	the author disguised herself	4
300	simple_reflexives	300	150	unexpected	placeholder	the author disguised themselves	4
301	simple_reflexives	301	151	expected	placeholder	the author hated himself	4
302	simple_reflexives	302	151	unexpected	placeholder	the author hated themselves	4
303	simple_reflexives	303	152	expected	placeholder	the author hated herself	4
304	simple_reflexives	304	152	unexpected	placeholder	the author hated themselves	4
305	simple_reflexives	305	153	expected	placeholder	the author doubted himself	4
306	simple_reflexives	306	153	unexpected	placeholder	the author doubted themselves	4
307	simple_reflexives	307	154	expected	placeholder	the author doubted herself	4
308	simple_reflexives	308	154	unexpected	placeholder	the author doubted themselves	4
309	simple_reflexives	309	155	expected	placeholder	the pilot hurt himself	4
310	simple_reflexives	310	155	unexpected	placeholder	the pilot hurt themselves	4
311	simple_reflexives	311	156	expected	placeholder	the pilot hurt herself	4
312	simple_reflexives	312	156	unexpected	placeholder	the pilot hurt themselves	4
313	simple_reflexives	313	157	expected	placeholder	the pilot injured himself	4
314	simple_reflexives	314	157	unexpected	placeholder	the pilot injured themselves	4
315	simple_reflexives	315	158	expected	placeholder	the pilot injured herself	4
316	simple_reflexives	316	158	unexpected	placeholder	the pilot injured themselves	4
317	simple_reflexives	317	159	expected	placeholder	the pilot congratulated himself	4
318	simple_reflexives	318	159	unexpected	placeholder	the pilot congratulated themselves	4
319	simple_reflexives	319	160	expected	placeholder	the pilot congratulated herself	4
320	simple_reflexives	320	160	unexpected	placeholder	the pilot congratulated themselves	4
321	simple_reflexives	321	161	expected	placeholder	the pilot embarrassed himself	4
322	simple_reflexives	322	161	unexpected	placeholder	the pilot embarrassed themselves	4
323	simple_reflexives	323	162	expected	placeholder	the pilot embarrassed herself	4
324	simple_reflexives	324	162	unexpected	placeholder	the pilot embarrassed themselves	4
325	simple_reflexives	325	163	expected	placeholder	the pilot disguised himself	4
326	simple_reflexives	326	163	unexpected	placeholder	the pilot disguised themselves	4
327	simple_reflexives	327	164	expected	placeholder	the pilot disguised herself	4
328	simple_reflexives	328	164	unexpected	placeholder	the pilot disguised themselves	4
329	simple_reflexives	329	165	expected	placeholder	the pilot hated himself	4
330	simple_reflexives	330	165	unexpected	placeholder	the pilot hated themselves	4
331	simple_reflexives	331	166	expected	placeholder	the pilot hated herself	4
332	simple_reflexives	332	166	unexpected	placeholder	the pilot hated themselves	4
333	simple_reflexives	333	167	expected	placeholder	the pilot doubted himself	4
334	simple_reflexives	334	167	unexpected	placeholder	the pilot doubted themselves	4
335	simple_reflexives	335	168	expected	placeholder	the pilot doubted herself	4
336	simple_reflexives	336	168	unexpected	placeholder	the pilot doubted themselves	4
337	simple_reflexives	337	169	expected	placeholder	the surgeon hurt himself	4
338	simple_reflexives	338	169	unexpected	placeholder	the surgeon hurt themselves	4
339	simple_reflexives	339	170	expected	placeholder	the surgeon hurt herself	4
340	simple_reflexives	340	170	unexpected	placeholder	the surgeon hurt themselves	4
341	simple_reflexives	341	171	expected	placeholder	the surgeon injured himself	4
342	simple_reflexives	342	171	unexpected	placeholder	the surgeon injured themselves	4
343	simple_reflexives	343	172	expected	placeholder	the surgeon injured herself	4
344	simple_reflexives	344	172	unexpected	placeholder	the surgeon injured themselves	4
345	simple_reflexives	345	173	expected	placeholder	the surgeon congratulated himself	4
346	simple_reflexives	346	173	unexpected	placeholder	the surgeon congratulated themselves	4
347	simple_reflexives	347	174	expected	placeholder	the surgeon congratulated herself	4
348	simple_reflexives	348	174	unexpected	placeholder	the surgeon congratulated themselves	4
349	simple_reflexives	349	175	expected	placeholder	the surgeon embarrassed himself	4
350	simple_reflexives	350	175	unexpected	placeholder	the surgeon embarrassed themselves	4
351	simple_reflexives	351	176	expected	placeholder	the surgeon embarrassed herself	4
352	simple_reflexives	352	176	unexpected	placeholder	the surgeon embarrassed themselves	4
353	simple_reflexives	353	177	expected	placeholder	the surgeon disguised himself	4
354	simple_reflexives	354	177	unexpected	placeholder	the surgeon disguised themselves	4
355	simple_reflexives	355	178	expected	placeholder	the surgeon disguised herself	4
356	simple_reflexives	356	178	unexpected	placeholder	the surgeon disguised themselves	4
357	simple_reflexives	357	179	expected	placeholder	the surgeon hated himself	4
358	simple_reflexives	358	179	unexpected	placeholder	the surgeon hated themselves	4
359	simple_reflexives	359	180	expected	placeholder	the surgeon hated herself	4
360	simple_reflexives	360	180	unexpected	placeholder	the surgeon hated themselves	4
361	simple_reflexives	361	181	expected	placeholder	the surgeon doubted himself	4
362	simple_reflexives	362	181	unexpected	placeholder	the surgeon doubted themselves	4
363	simple_reflexives	363	182	expected	placeholder	the surgeon doubted herself	4
364	simple_reflexives	364	182	unexpected	placeholder	the surgeon doubted themselves	4
365	simple_reflexives	365	183	expected	placeholder	the farmer hurt himself	4
366	simple_reflexives	366	183	unexpected	placeholder	the farmer hurt themselves	4
367	simple_reflexives	367	184	expected	placeholder	the farmer hurt herself	4
368	simple_reflexives	368	184	unexpected	placeholder	the farmer hurt themselves	4
369	simple_reflexives	369	185	expected	placeholder	the farmer injured himself	4
370	simple_reflexives	370	185	unexpected	placeholder	the farmer injured themselves	4
371	simple_reflexives	371	186	expected	placeholder	the farmer injured herself	4
372	simple_reflexives	372	186	unexpected	placeholder	the farmer injured themselves	4
373	simple_reflexives	373	187	expected	placeholder	the farmer congratulated himself	4
374	simple_reflexives	374	187	unexpected	placeholder	the farmer congratulated themselves	4
375	simple_reflexives	375	188	expected	placeholder	the farmer congratulated herself	4
376	simple_reflexives	376	188	unexpected	placeholder	the farmer congratulated themselves	4
377	simple_reflexives	377	189	expected	placeholder	the farmer embarrassed himself	4
378	simple_reflexives	378	189	unexpected	placeholder	the farmer embarrassed themselves	4
379	simple_reflexives	379	190	expected	placeholder	the farmer embarrassed herself	4
380	simple_reflexives	380	190	unexpected	placeholder	the farmer embarrassed themselves	4
381	simple_reflexives	381	191	expected	placeholder	the farmer disguised himself	4
382	simple_reflexives	382	191	unexpected	placeholder	the farmer disguised themselves	4
383	simple_reflexives	383	192	expected	placeholder	the farmer disguised herself	4
384	simple_reflexives	384	192	unexpected	placeholder	the farmer disguised themselves	4
385	simple_reflexives	385	193	expected	placeholder	the farmer hated himself	4
386	simple_reflexives	386	193	unexpected	placeholder	the farmer hated themselves	4
387	simple_reflexives	387	194	expected	placeholder	the farmer hated herself	4
388	simple_reflexives	388	194	unexpected	placeholder	the farmer hated themselves	4
389	simple_reflexives	389	195	expected	placeholder	the farmer doubted himself	4
390	simple_reflexives	390	195	unexpected	placeholder	the farmer doubted themselves	4
391	simple_reflexives	391	196	expected	placeholder	the farmer doubted herself	4
392	simple_reflexives	392	196	unexpected	placeholder	the farmer doubted themselves	4
393	simple_reflexives	393	197	expected	placeholder	the manager hurt himself	4
394	simple_reflexives	394	197	unexpected	placeholder	the manager hurt themselves	4
395	simple_reflexives	395	198	expected	placeholder	the manager hurt herself	4
